"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,8e-04,0,0.0058
"[-5.76,-5.52)",0,2e-04,0,0.0046
"[-5.52,-5.28)",0,2e-04,0,0.007
"[-5.28,-5.04)",0,2e-04,0,0.0092
"[-5.04,-4.8)",0,2e-04,4e-04,0.0086
"[-4.8,-4.56)",0,2e-04,0.001,0.0064
"[-4.56,-4.32)",0,8e-04,2e-04,0.0106
"[-4.32,-4.08)",0,0,2e-04,0.012
"[-4.08,-3.84)",2e-04,8e-04,0.0012,0.0102
"[-3.84,-3.6)",0,0.001,0.002,0.0142
"[-3.6,-3.36)",4e-04,8e-04,0.0012,0.015
"[-3.36,-3.12)",2e-04,0.0028,0.0012,0.0136
"[-3.12,-2.88)",0,0.0018,0.0022,0.0178
"[-2.88,-2.64)",0,0.0036,0.0046,0.0192
"[-2.64,-2.4)",6e-04,0.0052,0.0042,0.0178
"[-2.4,-2.16)",8e-04,0.0064,0.0072,0.0204
"[-2.16,-1.92)",4e-04,0.0092,0.008,0.0228
"[-1.92,-1.68)",0.003,0.0128,0.0104,0.0244
"[-1.68,-1.44)",0.0032,0.0168,0.018,0.0288
"[-1.44,-1.2)",0.0082,0.033,0.025,0.0282
"[-1.2,-0.96)",0.0222,0.0424,0.0402,0.0278
"[-0.96,-0.72)",0.042,0.0662,0.0584,0.031
"[-0.72,-0.48)",0.0596,0.0802,0.0832,0.03
"[-0.48,-0.24)",0.1578,0.1084,0.1106,0.0274
"[-0.24,0)",0.225,0.1134,0.1266,0.0342
"[0,0.24)",0.197,0.12,0.1272,0.0298
"[0.24,0.48)",0.1274,0.1016,0.1094,0.0336
"[0.48,0.72)",0.0846,0.0842,0.0822,0.029
"[0.72,0.96)",0.0332,0.0556,0.0556,0.03
"[0.96,1.2)",0.0166,0.0388,0.036,0.0282
"[1.2,1.44)",0.0082,0.0254,0.0246,0.0234
"[1.44,1.68)",0.0034,0.0176,0.0146,0.0248
"[1.68,1.92)",0.0016,0.0126,0.011,0.0248
"[1.92,2.16)",0.0024,0.0064,0.0068,0.0208
"[2.16,2.4)",0.001,0.0078,0.0062,0.0192
"[2.4,2.64)",2e-04,0.007,0.005,0.0206
"[2.64,2.88)",2e-04,0.0024,0.004,0.017
"[2.88,3.12)",2e-04,0.0032,0.0018,0.018
"[3.12,3.36)",4e-04,0.0014,0.002,0.014
"[3.36,3.6)",0,0.003,0.002,0.0156
"[3.6,3.84)",0,8e-04,0.0014,0.0134
"[3.84,4.08)",0,0.0014,0.0014,0.0114
"[4.08,4.32)",0,8e-04,4e-04,0.0078
"[4.32,4.56)",0,8e-04,4e-04,0.0092
"[4.56,4.8)",0,6e-04,2e-04,0.0126
"[4.8,5.04)",0,2e-04,4e-04,0.006
"[5.04,5.28)",0,4e-04,6e-04,0.0084
"[5.28,5.52)",0,2e-04,2e-04,0.0068
"[5.52,5.76)",0,0,0,0.0068
"[5.76,6)",0,0,0,0.0044
