"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0392,-0.0108
"2","PM",0.1,0.0688,-0.0312
"3","PM",0.25,0.1652,-0.0848
"4","PM",0.75,0.7552,0.0052
"5","PM",0.9,0.968,0.068
"6","PM",0.95,0.9856,0.0356
"7","CB",0.05,0.1004,0.0504
"8","CB",0.1,0.146,0.046
"9","CB",0.25,0.2388,-0.0112
"10","CB",0.75,0.6964,-0.0536
"11","CB",0.9,0.932,0.032
"12","CB",0.95,0.9556,0.0056
"13","GR",0.05,0.1024,0.0524
"14","GR",0.1,0.1416,0.0416
"15","GR",0.25,0.2356,-0.0144
"16","GR",0.75,0.6868,-0.0632
"17","GR",0.9,0.9424,0.0424
"18","GR",0.95,0.9652,0.0152
"19","ML",0.05,0.2116,0.1616
"20","ML",0.1,0.2552,0.1552
"21","ML",0.25,0.3384,0.0884
"22","ML",0.75,0.634,-0.116
"23","ML",0.9,0.8544,-0.0456
"24","ML",0.95,0.898,-0.052
