"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0432,-0.0068
"2","PM",0.1,0.082,-0.018
"3","PM",0.25,0.2088,-0.0412
"4","PM",0.75,0.7356,-0.0144
"5","PM",0.9,0.9232,0.0232
"6","PM",0.95,0.960399999999999,0.0104
"7","CB",0.05,0.0588,0.0088
"8","CB",0.1,0.0952,-0.0048
"9","CB",0.25,0.2316,-0.0184
"10","CB",0.75,0.7296,-0.0204
"11","CB",0.9,0.9096,0.0096
"12","CB",0.95,0.9464,-0.0036
"13","GR",0.05,0.0672000000000001,0.0172
"14","GR",0.1,0.1112,0.0112
"15","GR",0.25,0.2332,-0.0168
"16","GR",0.75,0.7168,-0.0332
"17","GR",0.9,0.92,0.02
"18","GR",0.95,0.954399999999999,0.0044
"19","ML",0.05,0.0728,0.0228
"20","ML",0.1,0.1276,0.0276
"21","ML",0.25,0.2632,0.0132
"22","ML",0.75,0.7132,-0.0368
"23","ML",0.9,0.8952,-0.0048
"24","ML",0.95,0.9408,-0.0092
