"","quantity","estimator","value"
"1","mean","PM",0.016793390702414
"2","mean","CB",0.016793390702414
"3","mean","GR",0.0167962674339613
"4","mean","ML",0.0187229713581921
"5","var","PM",0.87807155078755
"6","var","CB",1.00009525777938
"7","var","GR",0.976450109671798
"8","var","ML",1.15160836047305
"9","var","true",1.01463127916388
"10","SSEL","PM",0.123189402704209
"11","SSEL","CB",0.12458949182654
"12","SSEL","GR",0.143101048562752
"13","SSEL","ML",0.145748138872962
"14","WSSEL","PM",3.07973506760522
"15","WSSEL","CB",3.11473729566351
"16","WSSEL","GR",3.57752621406879
"17","WSSEL","ML",3.64370347182405
"18","ISEL","PM",0.0125847483783521
"19","ISEL","CB",0.0114236171793524
"20","ISEL","GR",0.0102711109252322
"21","ISEL","ML",0.0126409258553459
"22","SELrank","PM",0.0185739644970414
"23","SELrank","CB",0.0185739644970414
"24","SELrank","GR",0.0182804733727811
"25","SELrank","ML",0.0197242603550296
