"","quantity","estimator","value"
"1","mean","PM",-0.024772228835488
"2","mean","CB",-0.024772228835488
"3","mean","GR",-0.025279075320825
"4","mean","ML",-0.0203515739529819
"5","var","PM",0.504086570538179
"6","var","CB",0.999093888997272
"7","var","GR",0.956400642966105
"8","var","ML",1.93293387685968
"9","var","true",0.995288340605106
"10","SSEL","PM",0.566970128180907
"11","SSEL","CB",0.629703928803061
"12","SSEL","GR",0.633457682240475
"13","SSEL","ML",0.993923008955188
"14","WSSEL","PM",14.1742532045227
"15","WSSEL","CB",15.7425982200765
"16","WSSEL","GR",15.8364420560119
"17","WSSEL","ML",24.8480752238797
"18","ISEL","PM",0.0751499244107638
"19","ISEL","CB",0.0472597864828144
"20","ISEL","GR",0.0401966186266589
"21","ISEL","ML",0.0574187315147893
"22","SELrank","PM",0.0540792899408284
"23","SELrank","CB",0.0540792899408284
"24","SELrank","GR",0.054196449704142
"25","SELrank","ML",0.0541905325443787
