"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,4e-04
"[-3.84,-3.6)",0,0,0,0.0016
"[-3.6,-3.36)",0,0,0,0.002
"[-3.36,-3.12)",0,0,4e-04,0.004
"[-3.12,-2.88)",0,0.0012,8e-04,0.0044
"[-2.88,-2.64)",0,0.0012,8e-04,0.0076
"[-2.64,-2.4)",4e-04,0.0032,0.0044,0.0148
"[-2.4,-2.16)",0.0012,0.0044,0.0068,0.0156
"[-2.16,-1.92)",0.002,0.0084,0.012,0.0272
"[-1.92,-1.68)",0.004,0.0188,0.0192,0.034
"[-1.68,-1.44)",0.0136,0.0296,0.026,0.0352
"[-1.44,-1.2)",0.022,0.0392,0.04,0.05
"[-1.2,-0.96)",0.0376,0.0624,0.0524,0.0544
"[-0.96,-0.72)",0.0788,0.0796,0.0724,0.0648
"[-0.72,-0.48)",0.104,0.092,0.0868,0.0712
"[-0.48,-0.24)",0.1328,0.1052,0.102,0.0792
"[-0.24,0)",0.1568,0.1056,0.1128,0.0724
"[0,0.24)",0.1328,0.0932,0.1036,0.064
"[0.24,0.48)",0.1008,0.0784,0.0852,0.0552
"[0.48,0.72)",0.072,0.0632,0.0712,0.0584
"[0.72,0.96)",0.0504,0.0556,0.0512,0.0496
"[0.96,1.2)",0.0288,0.0468,0.0408,0.0408
"[1.2,1.44)",0.0216,0.0276,0.034,0.0436
"[1.44,1.68)",0.0148,0.0272,0.022,0.0348
"[1.68,1.92)",0.0096,0.0188,0.0168,0.0268
"[1.92,2.16)",0.0028,0.0104,0.0124,0.0224
"[2.16,2.4)",0.002,0.0084,0.0072,0.0216
"[2.4,2.64)",0.0032,0.006,0.0068,0.0104
"[2.64,2.88)",0.0048,0.0032,0.0032,0.0088
"[2.88,3.12)",0.0016,0.002,0.0036,0.0072
"[3.12,3.36)",4e-04,0.0012,0.0028,0.0048
"[3.36,3.6)",0,0.0036,4e-04,0.002
"[3.6,3.84)",4e-04,0.002,8e-04,0.0032
"[3.84,4.08)",0,4e-04,0,8e-04
"[4.08,4.32)",4e-04,0,8e-04,0.0016
"[4.32,4.56)",0,4e-04,0,0.0032
"[4.56,4.8)",0,0,0,8e-04
"[4.8,5.04)",4e-04,4e-04,4e-04,0
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",0,4e-04,0,4e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
