"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.066,0.016
"2","PM",0.1,0.1198,0.0198
"3","PM",0.25,0.2576,0.0076
"4","PM",0.75,0.7022,-0.0478
"5","PM",0.9,0.9424,0.0424
"6","PM",0.95,0.9656,0.0156
"7","CB",0.05,0.0841999999999999,0.0342
"8","CB",0.1,0.1394,0.0394
"9","CB",0.25,0.2752,0.0252
"10","CB",0.75,0.6952,-0.0548
"11","CB",0.9,0.9328,0.0328
"12","CB",0.95,0.958199999999999,0.0082
"13","GR",0.05,0.0885999999999999,0.0386
"14","GR",0.1,0.1436,0.0436
"15","GR",0.25,0.2704,0.0204
"16","GR",0.75,0.6854,-0.0646
"17","GR",0.9,0.935,0.035
"18","GR",0.95,0.961999999999999,0.012
"19","ML",0.05,0.1018,0.0518
"20","ML",0.1,0.1582,0.0582
"21","ML",0.25,0.2918,0.0418
"22","ML",0.75,0.684,-0.066
"23","ML",0.9,0.9234,0.0234
"24","ML",0.95,0.9488,-0.0012
