"","quantity","estimator","value"
"1","mean","PM",-0.00182611567255755
"2","mean","CB",-0.00182611567255755
"3","mean","GR",-0.00176252474816769
"4","mean","ML",-0.00212179590017551
"5","var","PM",0.928585794216057
"6","var","CB",1.05074759288063
"7","var","GR",1.03853909149221
"8","var","ML",1.2013631357867
"9","var","true",1.05506593674613
"10","SSEL","PM",0.123931378850163
"11","SSEL","CB",0.126982629773873
"12","SSEL","GR",0.13685559210605
"13","SSEL","ML",0.152247523036353
"14","WSSEL","PM",6.19656894250815
"15","WSSEL","CB",6.34913148869366
"16","WSSEL","GR",6.84277960530252
"17","WSSEL","ML",7.61237615181765
"18","ISEL","PM",0.00694819813962759
"19","ISEL","CB",0.00616133815616476
"20","ISEL","GR",0.00522387657003596
"21","ISEL","ML",0.00690674070560784
"22","SELrank","PM",0.0139103421760861
"23","SELrank","CB",0.0139103421760861
"24","SELrank","GR",0.0137388696655133
"25","SELrank","ML",0.0145868512110727
