"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,2e-04
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,2e-04
"[-2.88,-2.64)",0,0,0,6e-04
"[-2.64,-2.4)",2e-04,4e-04,8e-04,0.0014
"[-2.4,-2.16)",6e-04,0.001,0.0012,0.0034
"[-2.16,-1.92)",0.0022,0.0046,0.0068,0.0066
"[-1.92,-1.68)",0.0076,0.0102,0.0136,0.0152
"[-1.68,-1.44)",0.0216,0.027,0.0282,0.0342
"[-1.44,-1.2)",0.0428,0.0506,0.0464,0.0502
"[-1.2,-0.96)",0.0688,0.0726,0.07,0.073
"[-0.96,-0.72)",0.0994,0.0942,0.0896,0.0926
"[-0.72,-0.48)",0.1066,0.1,0.0966,0.0962
"[-0.48,-0.24)",0.105,0.1016,0.1012,0.0948
"[-0.24,0)",0.1064,0.0976,0.0948,0.0886
"[0,0.24)",0.0898,0.0846,0.0876,0.0796
"[0.24,0.48)",0.0782,0.0758,0.079,0.076
"[0.48,0.72)",0.069,0.0634,0.0648,0.0584
"[0.72,0.96)",0.0452,0.0506,0.0528,0.0506
"[0.96,1.2)",0.0412,0.0392,0.0416,0.0364
"[1.2,1.44)",0.031,0.0338,0.034,0.0366
"[1.44,1.68)",0.0256,0.024,0.0238,0.0272
"[1.68,1.92)",0.0164,0.0196,0.0198,0.0206
"[1.92,2.16)",0.0142,0.013,0.0158,0.0148
"[2.16,2.4)",0.0092,0.0114,0.009,0.0128
"[2.4,2.64)",0.0056,0.008,0.0078,0.009
"[2.64,2.88)",0.0038,0.004,0.0048,0.0058
"[2.88,3.12)",0.0038,0.0048,0.0032,0.005
"[3.12,3.36)",0.0026,0.0032,0.003,0.0042
"[3.36,3.6)",8e-04,0.0018,0.0014,0.0014
"[3.6,3.84)",6e-04,6e-04,8e-04,0.0014
"[3.84,4.08)",8e-04,0.001,6e-04,0.001
"[4.08,4.32)",2e-04,6e-04,2e-04,8e-04
"[4.32,4.56)",2e-04,0,2e-04,4e-04
"[4.56,4.8)",0,2e-04,0,2e-04
"[4.8,5.04)",4e-04,0,4e-04,0
"[5.04,5.28)",2e-04,4e-04,2e-04,2e-04
"[5.28,5.52)",0,2e-04,0,4e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
