"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0158,-0.0342
"2","PM",0.1,0.0232,-0.0768
"3","PM",0.25,0.0672,-0.1828
"4","PM",0.75,0.7674,0.0174
"5","PM",0.9,0.9902,0.0902
"6","PM",0.95,0.9948,0.0448
"7","CB",0.05,0.0853999999999999,0.0354
"8","CB",0.1,0.1148,0.0148
"9","CB",0.25,0.1938,-0.0562
"10","CB",0.75,0.6534,-0.0966
"11","CB",0.9,0.9426,0.0426
"12","CB",0.95,0.9636,0.0136
"13","GR",0.05,0.0763999999999999,0.0264
"14","GR",0.1,0.0999999999999999,0
"15","GR",0.25,0.1716,-0.0784
"16","GR",0.75,0.6626,-0.0874
"17","GR",0.9,0.9462,0.0462
"18","GR",0.95,0.9644,0.0144
"19","ML",0.05,0.3446,0.2946
"20","ML",0.1,0.368,0.268
"21","ML",0.25,0.4092,0.1592
"22","ML",0.75,0.55,-0.2
"23","ML",0.9,0.6958,-0.2042
"24","ML",0.95,0.7258,-0.2242
