"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0056
"[-5.76,-5.52)",0,0,0,0.006
"[-5.52,-5.28)",0,0,4e-04,0.0078
"[-5.28,-5.04)",0,0,2e-04,0.0074
"[-5.04,-4.8)",0,0,8e-04,0.0066
"[-4.8,-4.56)",0,6e-04,4e-04,0.0074
"[-4.56,-4.32)",0,4e-04,2e-04,0.01
"[-4.32,-4.08)",2e-04,6e-04,0.001,0.0082
"[-4.08,-3.84)",2e-04,6e-04,6e-04,0.0114
"[-3.84,-3.6)",0,6e-04,0.0016,0.0132
"[-3.6,-3.36)",0,0.001,0.0016,0.0156
"[-3.36,-3.12)",0,0.0016,0.0016,0.0144
"[-3.12,-2.88)",0,0.0038,0.003,0.0152
"[-2.88,-2.64)",2e-04,0.0044,0.0042,0.0214
"[-2.64,-2.4)",0.0012,0.0048,0.0048,0.0196
"[-2.4,-2.16)",2e-04,0.0064,0.0066,0.019
"[-2.16,-1.92)",0.0012,0.0064,0.0068,0.018
"[-1.92,-1.68)",0.0014,0.0144,0.011,0.0246
"[-1.68,-1.44)",0.0056,0.0192,0.014,0.0282
"[-1.44,-1.2)",0.007,0.0248,0.0204,0.0276
"[-1.2,-0.96)",0.0128,0.0386,0.0318,0.0274
"[-0.96,-0.72)",0.028,0.0532,0.0498,0.0288
"[-0.72,-0.48)",0.064,0.0732,0.0744,0.03
"[-0.48,-0.24)",0.108,0.0964,0.101,0.0318
"[-0.24,0)",0.2078,0.1202,0.1246,0.0348
"[0,0.24)",0.2134,0.1166,0.13,0.0286
"[0.24,0.48)",0.1724,0.1014,0.1152,0.0292
"[0.48,0.72)",0.0858,0.086,0.0906,0.0264
"[0.72,0.96)",0.0474,0.0714,0.0636,0.0286
"[0.96,1.2)",0.0154,0.0424,0.0398,0.0322
"[1.2,1.44)",0.009,0.0336,0.0276,0.0264
"[1.44,1.68)",0.0086,0.0192,0.0176,0.0188
"[1.68,1.92)",0.0038,0.0146,0.0138,0.0202
"[1.92,2.16)",0.002,0.0126,0.0098,0.0238
"[2.16,2.4)",0.0012,0.0086,0.0072,0.0244
"[2.4,2.64)",0.0014,0.005,0.0044,0.0216
"[2.64,2.88)",2e-04,0.004,0.0052,0.0186
"[2.88,3.12)",4e-04,0.0026,0.0034,0.016
"[3.12,3.36)",2e-04,0.0024,0.0024,0.0164
"[3.36,3.6)",2e-04,0.0012,0.0026,0.0164
"[3.6,3.84)",2e-04,0.0012,8e-04,0.0134
"[3.84,4.08)",2e-04,8e-04,0.0016,0.012
"[4.08,4.32)",2e-04,0.0014,0.001,0.0092
"[4.32,4.56)",2e-04,4e-04,4e-04,0.0106
"[4.56,4.8)",0,0.0012,2e-04,0.009
"[4.8,5.04)",0,2e-04,4e-04,0.0088
"[5.04,5.28)",0,0,6e-04,0.0078
"[5.28,5.52)",0,4e-04,2e-04,0.0082
"[5.52,5.76)",0,2e-04,2e-04,0.0072
"[5.76,6)",0,2e-04,4e-04,0.0054
