"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.036,-0.014
"2","PM",0.1,0.0752,-0.0248
"3","PM",0.25,0.2088,-0.0412
"4","PM",0.75,0.778400000000001,0.0284
"5","PM",0.9,0.9244,0.0244
"6","PM",0.95,0.9716,0.0216
"7","CB",0.05,0.0552,0.0052
"8","CB",0.1,0.1076,0.0076
"9","CB",0.25,0.2496,-4e-04
"10","CB",0.75,0.74,-0.01
"11","CB",0.9,0.8868,-0.0132
"12","CB",0.95,0.9484,-0.0016
"13","GR",0.05,0.0552,0.0052
"14","GR",0.1,0.1088,0.0088
"15","GR",0.25,0.262,0.012
"16","GR",0.75,0.7264,-0.0236
"17","GR",0.9,0.8848,-0.0152
"18","GR",0.95,0.944,-0.006
"19","ML",0.05,0.1012,0.0512
"20","ML",0.1,0.1632,0.0632
"21","ML",0.25,0.2996,0.0496
"22","ML",0.75,0.6908,-0.0592
"23","ML",0.9,0.832400000000001,-0.0676
"24","ML",0.95,0.8992,-0.0508
