"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,8e-04
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,4e-04,0,0.0012
"[-4.56,-4.32)",0,4e-04,0,8e-04
"[-4.32,-4.08)",0,8e-04,0,0.0016
"[-4.08,-3.84)",4e-04,4e-04,4e-04,0.0012
"[-3.84,-3.6)",0.0012,0,0.0016,0.0024
"[-3.6,-3.36)",4e-04,0.0016,0,8e-04
"[-3.36,-3.12)",0,8e-04,4e-04,0.0036
"[-3.12,-2.88)",0.0016,0.002,0.0024,0.0024
"[-2.88,-2.64)",0.0012,0.0032,8e-04,0.0076
"[-2.64,-2.4)",0.002,0.0048,0.0048,0.0128
"[-2.4,-2.16)",0.0052,0.0056,0.0072,0.0132
"[-2.16,-1.92)",0.0048,0.0112,0.012,0.0176
"[-1.92,-1.68)",0.0076,0.014,0.014,0.0216
"[-1.68,-1.44)",0.0196,0.0232,0.0256,0.0268
"[-1.44,-1.2)",0.0224,0.0304,0.0328,0.042
"[-1.2,-0.96)",0.0364,0.0416,0.0456,0.0456
"[-0.96,-0.72)",0.06,0.0652,0.0628,0.0572
"[-0.72,-0.48)",0.0784,0.0788,0.0824,0.0664
"[-0.48,-0.24)",0.116,0.0956,0.0968,0.084
"[-0.24,0)",0.1376,0.1104,0.102,0.0852
"[0,0.24)",0.1156,0.1088,0.1064,0.078
"[0.24,0.48)",0.136,0.1104,0.0972,0.0916
"[0.48,0.72)",0.0808,0.076,0.0832,0.0664
"[0.72,0.96)",0.0632,0.0652,0.068,0.06
"[0.96,1.2)",0.044,0.0464,0.0484,0.0532
"[1.2,1.44)",0.0264,0.0368,0.036,0.0416
"[1.44,1.68)",0.016,0.024,0.0252,0.0272
"[1.68,1.92)",0.0104,0.014,0.0184,0.0204
"[1.92,2.16)",0.0048,0.0116,0.01,0.0176
"[2.16,2.4)",0.0028,0.0056,0.0068,0.0148
"[2.4,2.64)",0.0016,0.0032,0.0044,0.0104
"[2.64,2.88)",8e-04,0.002,0.0016,0.0068
"[2.88,3.12)",4e-04,0.0024,4e-04,0.0048
"[3.12,3.36)",4e-04,4e-04,4e-04,0.0024
"[3.36,3.6)",4e-04,4e-04,4e-04,0.0012
"[3.6,3.84)",0,4e-04,0,0.002
"[3.84,4.08)",4e-04,4e-04,4e-04,0.0012
"[4.08,4.32)",0,0,0,0.0012
"[4.32,4.56)",0,4e-04,0,0.0012
"[4.56,4.8)",4e-04,0,4e-04,0.0016
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",4e-04,0,4e-04,8e-04
"[5.28,5.52)",0,4e-04,0,0
"[5.52,5.76)",0,4e-04,0,0
"[5.76,6)",4e-04,0,4e-04,0
