"","quantity","estimator","value"
"1","mean","PM",-0.0155680630191197
"2","mean","CB",-0.0155680630191197
"3","mean","GR",-0.0156769194623897
"4","mean","ML",-0.0156656492706715
"5","var","PM",0.959177594399372
"6","var","CB",1.04993176359529
"7","var","GR",1.03981510530298
"8","var","ML",1.15048368380024
"9","var","true",1.03401783246846
"10","SSEL","PM",0.0919771354020557
"11","SSEL","CB",0.0944076959278234
"12","SSEL","GR",0.100767683574973
"13","SSEL","ML",0.101341734908435
"14","WSSEL","PM",4.59885677010278
"15","WSSEL","CB",4.72038479639117
"16","WSSEL","GR",5.03838417874865
"17","WSSEL","ML",5.06708674542176
"18","ISEL","PM",0.00626683214811468
"19","ISEL","CB",0.00564605495100686
"20","ISEL","GR",0.00473975569044502
"21","ISEL","ML",0.00597042331413312
"22","SELrank","PM",0.0107292579777009
"23","SELrank","CB",0.0107292579777009
"24","SELrank","GR",0.0107326412918108
"25","SELrank","ML",0.0107414071510957
