"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0684,0.0184
"2","PM",0.1,0.1206,0.0206
"3","PM",0.25,0.2554,0.0054
"4","PM",0.75,0.7094,-0.0406
"5","PM",0.9,0.94,0.04
"6","PM",0.95,0.962,0.012
"7","CB",0.05,0.0812,0.0312
"8","CB",0.1,0.1368,0.0368
"9","CB",0.25,0.2682,0.0182
"10","CB",0.75,0.7028,-0.0472
"11","CB",0.9,0.9328,0.0328
"12","CB",0.95,0.957799999999999,0.0078
"13","GR",0.05,0.0882,0.0382
"14","GR",0.1,0.1396,0.0396
"15","GR",0.25,0.2656,0.0156
"16","GR",0.75,0.7024,-0.0476
"17","GR",0.9,0.9346,0.0346
"18","GR",0.95,0.959999999999999,0.01
"19","ML",0.05,0.0984,0.0484
"20","ML",0.1,0.16,0.06
"21","ML",0.25,0.286,0.036
"22","ML",0.75,0.6918,-0.0582
"23","ML",0.9,0.9242,0.0242
"24","ML",0.95,0.953199999999999,0.0032
