"","SEL_rank","SEL_rank_PM","SEL_rank_CB","SEL_rank_GR","SEL_rank_ML"
"1",0.0118343195266272,0.0132544378698225,0.0132544378698225,0.0118343195266272,0.0185798816568047
"2",0.0130177514792899,0.0137278106508876,0.0137278106508876,0.0130177514792899,0.0128994082840237
"3",0.00887573964497042,0.010414201183432,0.010414201183432,0.00887573964497042,0.0142011834319527
"4",0.00674556213017751,0.00674556213017752,0.00674556213017752,0.00674556213017751,0.00698224852071006
"5",0.0376331360946746,0.0398816568047337,0.0398816568047337,0.0376331360946746,0.0405917159763314
"6",0.0210650887573964,0.0241420118343195,0.0241420118343195,0.0210650887573964,0.0275739644970414
"7",0.0178698224852071,0.0181065088757396,0.0181065088757396,0.0178698224852071,0.0218934911242604
"8",0.0144378698224852,0.0142011834319527,0.0142011834319527,0.0144378698224852,0.0128994082840237
"9",0.0306508875739645,0.0311242603550296,0.0311242603550296,0.0306508875739645,0.0246153846153846
"10",0.00958579881656805,0.00923076923076923,0.00923076923076923,0.00958579881656805,0.00698224852071006
"11",0.00911242603550296,0.00816568047337278,0.00816568047337278,0.00911242603550296,0.0063905325443787
"12",0.00662721893491124,0.0063905325443787,0.0063905325443787,0.00662721893491124,0.00994082840236686
"13",0.0139644970414201,0.0152662721893491,0.0152662721893491,0.0139644970414201,0.0156213017751479
"14",0.0231952662721893,0.0246153846153846,0.0246153846153846,0.0231952662721893,0.0279289940828402
"15",0.0172781065088757,0.0194082840236686,0.0194082840236686,0.0172781065088757,0.0280473372781065
"16",0.0117159763313609,0.0117159763313609,0.0117159763313609,0.0117159763313609,0.0136094674556213
"17",0.0113609467455621,0.0112426035502959,0.0112426035502959,0.0113609467455621,0.0114792899408284
"18",0.0139644970414201,0.0140828402366864,0.0140828402366864,0.0139644970414201,0.0136094674556213
"19",0.0196449704142012,0.0198816568047337,0.0198816568047337,0.0196449704142012,0.023905325443787
"20",0.0145562130177515,0.0158579881656805,0.0158579881656805,0.0145562130177515,0.0198816568047337
"21",0.0191715976331361,0.0189349112426036,0.0189349112426036,0.0191715976331361,0.02
"22",0.0220118343195266,0.022603550295858,0.022603550295858,0.0220118343195266,0.0244970414201183
"23",0.0125443786982249,0.012189349112426,0.012189349112426,0.0125443786982249,0.0170414201183432
"24",0.00366863905325444,0.00390532544378698,0.00390532544378698,0.00366863905325444,0.00437869822485207
