"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0328,-0.0172
"2","PM",0.1,0.0744,-0.0256
"3","PM",0.25,0.2288,-0.0212
"4","PM",0.75,0.7704,0.0204
"5","PM",0.9,0.9112,0.0112
"6","PM",0.95,0.9608,0.0108
"7","CB",0.05,0.0416,-0.0084
"8","CB",0.1,0.09,-0.01
"9","CB",0.25,0.2528,0.0028
"10","CB",0.75,0.7512,0.0012
"11","CB",0.9,0.896,-0.004
"12","CB",0.95,0.9436,-0.0064
"13","GR",0.05,0.0464,-0.0036
"14","GR",0.1,0.0916,-0.0084
"15","GR",0.25,0.2488,-0.0012
"16","GR",0.75,0.7512,0.0012
"17","GR",0.9,0.8952,-0.0048
"18","GR",0.95,0.9492,-8e-04
"19","ML",0.05,0.0656,0.0156
"20","ML",0.1,0.1148,0.0148
"21","ML",0.25,0.2712,0.0212
"22","ML",0.75,0.734,-0.016
"23","ML",0.9,0.872,-0.028
"24","ML",0.95,0.9248,-0.0252
