"","quantity","estimator","value"
"1","mean","PM",0.0153704586142111
"2","mean","CB",0.0153704586142111
"3","mean","GR",0.0153637994475904
"4","mean","ML",0.014966390523076
"5","var","PM",0.740557923760668
"6","var","CB",0.988899628688573
"7","var","GR",0.974902857865819
"8","var","ML",1.31312136190001
"9","var","true",0.992167849947457
"10","SSEL","PM",0.261200818108938
"11","SSEL","CB",0.277781833500712
"12","SSEL","GR",0.278807894138906
"13","SSEL","ML",0.33540278627219
"14","WSSEL","PM",13.0600409054469
"15","WSSEL","CB",13.8890916750356
"16","WSSEL","GR",13.9403947069453
"17","WSSEL","ML",16.7701393136095
"18","ISEL","PM",0.0152076450148628
"19","ISEL","CB",0.0119948629170941
"20","ISEL","GR",0.00769394036506553
"21","ISEL","ML",0.012089203375537
"22","SELrank","PM",0.0252399846212995
"23","SELrank","CB",0.0252399846212995
"24","SELrank","GR",0.025281353325644
"25","SELrank","ML",0.025280891964629
