"","var_true_theta"
"1",0.871673090435038
"2",1.51997579737992
"3",0.690709949499225
"4",0.705723600004232
"5",0.889424271038061
"6",0.551011149189993
"7",0.713714739417428
"8",0.377215088109565
"9",0.9847207678554
"10",0.819373285753417
"11",0.647086896484526
"12",0.745425572001583
"13",1.04950169859045
"14",0.765519370527833
"15",0.655601170000188
"16",0.994820355348814
"17",1.00384567955174
"18",0.925817383335526
"19",0.511636142693903
"20",0.423521693949178
"21",1.1672758683441
"22",0.72196413560539
"23",2.73947693089485
"24",1.03147553423965
"25",0.920682512135718
"26",1.8420173023642
"27",0.540518769502519
"28",0.936180666288329
"29",1.19234053727784
"30",0.984811991856231
"31",0.71827019069586
"32",1.00748752234339
"33",0.49135132008688
"34",1.02955474478332
"35",0.569337757003109
"36",1.16241529293994
"37",1.14371477360315
"38",0.366796471635721
"39",0.600314806279892
"40",0.973204940197632
"41",0.814187271103045
"42",0.3768360301035
"43",0.561001539144454
"44",1.10097316711429
"45",2.26239500916521
"46",0.837133649262962
"47",1.00496316478417
"48",0.577246775563886
"49",0.560535132357925
"50",0.983772867523156
"51",1.21903102534368
"52",1.47614505073002
"53",1.24779882783276
"54",0.68082512633618
"55",2.40196326189731
"56",0.484776975560952
"57",1.8454632010142
"58",1.25859577144462
"59",1.59774072493298
"60",1.46375319045495
"61",0.711826612448923
"62",0.760974160239995
"63",1.23125677711776
"64",0.763849364296615
"65",1.07837581149086
"66",0.874986807753404
"67",0.670815241310673
"68",0.789672749522198
"69",0.629265068050456
"70",0.703864812822241
"71",0.79158016520141
"72",1.23933814033257
"73",0.930738037883156
"74",0.84250408582455
"75",0.894071107194415
"76",1.24297149102848
"77",1.79550284869037
"78",0.656273727419707
"79",1.25134050695719
"80",1.60584575970463
"81",0.947738021706809
"82",1.50147034497731
"83",1.28186978953269
"84",0.826554648557649
"85",0.643513773558172
"86",2.37466395017345
"87",0.8957454717061
"88",0.992824994697395
"89",0.696819121988813
"90",0.629630354353806
"91",0.779393646025542
"92",0.645333486020826
"93",1.35797971715168
"94",2.48063547666815
"95",0.677557747656188
"96",0.673496108014036
"97",0.482604829400138
"98",0.944086180880461
"99",0.60716653342998
"100",0.726251559811233
