"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0092,-0.0408
"2","PM",0.1,0.02,-0.08
"3","PM",0.25,0.1776,-0.0724
"4","PM",0.75,0.7716,0.0216
"5","PM",0.9,0.9324,0.0324
"6","PM",0.95,0.9784,0.0284
"7","CB",0.05,0.0828,0.0328
"8","CB",0.1,0.1364,0.0364
"9","CB",0.25,0.2844,0.0344
"10","CB",0.75,0.6736,-0.0764
"11","CB",0.9,0.8216,-0.0784
"12","CB",0.95,0.8944,-0.0556
"13","GR",0.05,0.0688,0.0188
"14","GR",0.1,0.1216,0.0216
"15","GR",0.25,0.2644,0.0144
"16","GR",0.75,0.6892,-0.0608
"17","GR",0.9,0.8452,-0.0548
"18","GR",0.95,0.909999999999999,-0.04
"19","ML",0.05,0.2976,0.2476
"20","ML",0.1,0.3436,0.2436
"21","ML",0.25,0.4184,0.1684
"22","ML",0.75,0.5628,-0.1872
"23","ML",0.9,0.6316,-0.2684
"24","ML",0.95,0.6792,-0.2708
