"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,2e-04
"[-4.56,-4.32)",0,0,0,6e-04
"[-4.32,-4.08)",0,0,0,4e-04
"[-4.08,-3.84)",0,0,0,2e-04
"[-3.84,-3.6)",0,2e-04,2e-04,0.001
"[-3.6,-3.36)",0,2e-04,0,0.0022
"[-3.36,-3.12)",0,0.001,2e-04,0.003
"[-3.12,-2.88)",2e-04,4e-04,8e-04,0.0046
"[-2.88,-2.64)",4e-04,0.001,0.0028,0.008
"[-2.64,-2.4)",8e-04,0.002,0.0038,0.0122
"[-2.4,-2.16)",8e-04,0.0054,0.0076,0.0142
"[-2.16,-1.92)",0.0016,0.0084,0.011,0.0304
"[-1.92,-1.68)",0.0034,0.0138,0.0156,0.028
"[-1.68,-1.44)",0.0104,0.0272,0.0226,0.0422
"[-1.44,-1.2)",0.0188,0.0358,0.0344,0.0428
"[-1.2,-0.96)",0.0362,0.0498,0.0456,0.0548
"[-0.96,-0.72)",0.0568,0.0632,0.0588,0.0682
"[-0.72,-0.48)",0.0842,0.089,0.0782,0.063
"[-0.48,-0.24)",0.131,0.1064,0.098,0.0726
"[-0.24,0)",0.1634,0.1134,0.115,0.0702
"[0,0.24)",0.1602,0.1054,0.1206,0.0714
"[0.24,0.48)",0.114,0.096,0.0972,0.0634
"[0.48,0.72)",0.0702,0.0744,0.076,0.061
"[0.72,0.96)",0.0516,0.048,0.059,0.0506
"[0.96,1.2)",0.0386,0.0404,0.0446,0.0392
"[1.2,1.44)",0.0238,0.034,0.0332,0.0352
"[1.44,1.68)",0.0142,0.028,0.0232,0.0288
"[1.68,1.92)",0.0074,0.0208,0.0174,0.0274
"[1.92,2.16)",0.0048,0.012,0.0118,0.0236
"[2.16,2.4)",0.0038,0.0086,0.0094,0.0196
"[2.4,2.64)",0.0024,0.005,0.0048,0.0188
"[2.64,2.88)",6e-04,0.0028,0.004,0.0134
"[2.88,3.12)",2e-04,0.004,0.0026,0.0084
"[3.12,3.36)",0,0.0014,8e-04,0.0054
"[3.36,3.6)",0,0.0012,4e-04,0.003
"[3.6,3.84)",2e-04,6e-04,2e-04,0.0048
"[3.84,4.08)",0,0,2e-04,0.0026
"[4.08,4.32)",0,0,0,0.0022
"[4.32,4.56)",0,0,0,8e-04
"[4.56,4.8)",0,2e-04,0,0.001
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",0,0,0,2e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
