"","quantity","estimator","value"
"1","mean","PM",0.0216041038048388
"2","mean","CB",0.0216041038048389
"3","mean","GR",0.021347685904681
"4","mean","ML",0.0216977076071131
"5","var","PM",0.468609564006019
"6","var","CB",0.941616802852564
"7","var","GR",0.922672627889839
"8","var","ML",2.00260711599607
"9","var","true",1.00357168116857
"10","SSEL","PM",0.535326437479152
"11","SSEL","CB",0.576482590265088
"12","SSEL","GR",0.603644580366913
"13","SSEL","ML",0.969031632104816
"14","WSSEL","PM",26.7663218739576
"15","WSSEL","CB",28.8241295132544
"16","WSSEL","GR",30.1822290183457
"17","WSSEL","ML",48.4515816052408
"18","ISEL","PM",0.0592413800666984
"19","ISEL","CB",0.032715027864586
"20","ISEL","GR",0.0356599124766222
"21","ISEL","ML",0.0454247539547887
"22","SELrank","PM",0.055122183775471
"23","SELrank","CB",0.055122183775471
"24","SELrank","GR",0.0551318723567858
"25","SELrank","ML",0.0551006535947712
