"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0408,-0.0092
"2","PM",0.1,0.0847999999999999,-0.0152
"3","PM",0.25,0.222,-0.028
"4","PM",0.75,0.7848,0.0348
"5","PM",0.9,0.921,0.021
"6","PM",0.95,0.962399999999999,0.0124
"7","CB",0.05,0.0518,0.0018
"8","CB",0.1,0.1004,4e-04
"9","CB",0.25,0.241,-0.009
"10","CB",0.75,0.77,0.02
"11","CB",0.9,0.9074,0.0074
"12","CB",0.95,0.951399999999999,0.0014
"13","GR",0.05,0.0534,0.0034
"14","GR",0.1,0.1006,6e-04
"15","GR",0.25,0.2444,-0.0056
"16","GR",0.75,0.7648,0.0148
"17","GR",0.9,0.906,0.006
"18","GR",0.95,0.951,0.001
"19","ML",0.05,0.0693999999999999,0.0194
"20","ML",0.1,0.1242,0.0242
"21","ML",0.25,0.2672,0.0172
"22","ML",0.75,0.7378,-0.0122
"23","ML",0.9,0.8864,-0.0136
"24","ML",0.95,0.9364,-0.0136
