"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0458,-0.0042
"2","PM",0.1,0.0887999999999999,-0.0112
"3","PM",0.25,0.2094,-0.0406
"4","PM",0.75,0.7346,-0.0154
"5","PM",0.9,0.9526,0.0526
"6","PM",0.95,0.9814,0.0314
"7","CB",0.05,0.0838,0.0338
"8","CB",0.1,0.135,0.035
"9","CB",0.25,0.2646,0.0146
"10","CB",0.75,0.7092,-0.0408
"11","CB",0.9,0.9248,0.0248
"12","CB",0.95,0.956999999999999,0.007
"13","GR",0.05,0.0921999999999999,0.0422
"14","GR",0.1,0.1406,0.0406
"15","GR",0.25,0.2612,0.0112
"16","GR",0.75,0.6956,-0.0544
"17","GR",0.9,0.9354,0.0354
"18","GR",0.95,0.966599999999999,0.0166
"19","ML",0.05,0.1298,0.0798
"20","ML",0.1,0.1812,0.0812
"21","ML",0.25,0.3058,0.0558
"22","ML",0.75,0.6818,-0.0682
"23","ML",0.9,0.8876,-0.0124
"24","ML",0.95,0.9234,-0.0266
