"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0043,-0.0457
"2","PM",0.1,0.0098,-0.0902
"3","PM",0.25,0.0449,-0.2051
"4","PM",0.75,0.9494,0.1994
"5","PM",0.9,0.9896,0.0896
"6","PM",0.95,0.9963,0.0463
"7","CB",0.05,0.0439,-0.0061
"8","CB",0.1,0.0757,-0.0243
"9","CB",0.25,0.1816,-0.0684
"10","CB",0.75,0.8143,0.0643
"11","CB",0.9,0.9253,0.0253
"12","CB",0.95,0.955699999999999,0.0057
"13","GR",0.05,0.0473,-0.0027
"14","GR",0.1,0.0742,-0.0258
"15","GR",0.25,0.1687,-0.0813
"16","GR",0.75,0.8251,0.0751
"17","GR",0.9,0.9248,0.0248
"18","GR",0.95,0.9522,0.0022
"19","ML",0.05,0.305,0.255
"20","ML",0.1,0.3436,0.2436
"21","ML",0.25,0.413,0.163
"22","ML",0.75,0.5839,-0.1661
"23","ML",0.9,0.6546,-0.2454
"24","ML",0.95,0.6924,-0.2576
