"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,1e-04,0,0.0062
"[-5.76,-5.52)",0,1e-04,0,0.0054
"[-5.52,-5.28)",0,2e-04,0,0.0064
"[-5.28,-5.04)",0,0,3e-04,0.007
"[-5.04,-4.8)",0,2e-04,1e-04,0.0094
"[-4.8,-4.56)",0,2e-04,2e-04,0.0078
"[-4.56,-4.32)",0,3e-04,2e-04,0.0116
"[-4.32,-4.08)",0,6e-04,6e-04,0.0111
"[-4.08,-3.84)",0,8e-04,0.001,0.0114
"[-3.84,-3.6)",0,0.0013,8e-04,0.0141
"[-3.6,-3.36)",0,0.0018,0.0016,0.0141
"[-3.36,-3.12)",1e-04,0.0017,0.0018,0.0128
"[-3.12,-2.88)",2e-04,0.0026,0.0033,0.0179
"[-2.88,-2.64)",1e-04,0.0023,0.0035,0.0163
"[-2.64,-2.4)",3e-04,0.004,0.0045,0.0223
"[-2.4,-2.16)",4e-04,0.0063,0.0074,0.0196
"[-2.16,-1.92)",7e-04,0.0087,0.0081,0.0221
"[-1.92,-1.68)",0.0023,0.0104,0.0116,0.0263
"[-1.68,-1.44)",0.0026,0.0178,0.0162,0.0252
"[-1.44,-1.2)",0.0047,0.0256,0.021,0.0249
"[-1.2,-0.96)",0.009,0.0375,0.0299,0.0288
"[-0.96,-0.72)",0.0194,0.0484,0.0457,0.026
"[-0.72,-0.48)",0.0538,0.0764,0.0739,0.0337
"[-0.48,-0.24)",0.1411,0.1098,0.1152,0.0327
"[-0.24,0)",0.2704,0.1331,0.1483,0.0291
"[0,0.24)",0.2397,0.1356,0.1493,0.0291
"[0.24,0.48)",0.1483,0.1181,0.1163,0.0304
"[0.48,0.72)",0.0622,0.0829,0.0762,0.0274
"[0.72,0.96)",0.0214,0.0536,0.0475,0.0276
"[0.96,1.2)",0.0103,0.0352,0.0316,0.0281
"[1.2,1.44)",0.0063,0.025,0.0219,0.0252
"[1.44,1.68)",0.0034,0.0174,0.0165,0.0264
"[1.68,1.92)",0.0019,0.0098,0.0114,0.0239
"[1.92,2.16)",7e-04,0.0076,0.0093,0.0229
"[2.16,2.4)",3e-04,0.0064,0.0067,0.0216
"[2.4,2.64)",2e-04,0.005,0.0048,0.0206
"[2.64,2.88)",1e-04,0.0029,0.004,0.0207
"[2.88,3.12)",0,0.0026,0.0025,0.0178
"[3.12,3.36)",1e-04,0.0027,0.002,0.0161
"[3.36,3.6)",0,0.0017,0.0015,0.0135
"[3.6,3.84)",0,0.0015,7e-04,0.012
"[3.84,4.08)",0,4e-04,0.0012,0.0126
"[4.08,4.32)",0,4e-04,6e-04,0.0119
"[4.32,4.56)",0,1e-04,2e-04,0.008
"[4.56,4.8)",0,3e-04,3e-04,0.0083
"[4.8,5.04)",0,0,3e-04,0.008
"[5.04,5.28)",0,2e-04,0,0.0084
"[5.28,5.52)",0,0,0,0.0063
"[5.52,5.76)",0,1e-04,0,0.0047
"[5.76,6)",0,0,0,0.0045
