"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0352,-0.0148
"2","PM",0.1,0.0716000000000001,-0.0284
"3","PM",0.25,0.2084,-0.0416
"4","PM",0.75,0.776,0.026
"5","PM",0.9,0.936,0.036
"6","PM",0.95,0.9728,0.0228
"7","CB",0.05,0.054,0.004
"8","CB",0.1,0.0964,-0.0036
"9","CB",0.25,0.2428,-0.0072
"10","CB",0.75,0.746,-0.004
"11","CB",0.9,0.9052,0.0052
"12","CB",0.95,0.9564,0.0064
"13","GR",0.05,0.05,0
"14","GR",0.1,0.0988,-0.0012
"15","GR",0.25,0.2436,-0.0064
"16","GR",0.75,0.7472,-0.0028
"17","GR",0.9,0.904,0.004
"18","GR",0.95,0.954799999999999,0.0048
"19","ML",0.05,0.0784000000000001,0.0284
"20","ML",0.1,0.1296,0.0296
"21","ML",0.25,0.268,0.018
"22","ML",0.75,0.7188,-0.0312
"23","ML",0.9,0.864,-0.036
"24","ML",0.95,0.926,-0.024
