"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,4e-04,0,8e-04
"[-3.6,-3.36)",0,4e-04,0,4e-04
"[-3.36,-3.12)",4e-04,4e-04,4e-04,0.0016
"[-3.12,-2.88)",4e-04,8e-04,0.0012,0.0024
"[-2.88,-2.64)",8e-04,0.0024,0.002,0.006
"[-2.64,-2.4)",0.0024,0.004,0.0036,0.0092
"[-2.4,-2.16)",0.004,0.0092,0.0076,0.014
"[-2.16,-1.92)",0.0072,0.0124,0.0144,0.0164
"[-1.92,-1.68)",0.0152,0.0212,0.0184,0.0252
"[-1.68,-1.44)",0.0224,0.0252,0.0276,0.028
"[-1.44,-1.2)",0.0308,0.0384,0.0396,0.0412
"[-1.2,-0.96)",0.0488,0.0496,0.0488,0.0528
"[-0.96,-0.72)",0.0616,0.064,0.0656,0.0544
"[-0.72,-0.48)",0.0828,0.0772,0.0792,0.0792
"[-0.48,-0.24)",0.1088,0.0932,0.0896,0.0812
"[-0.24,0)",0.1092,0.092,0.09,0.0844
"[0,0.24)",0.1076,0.088,0.0992,0.08
"[0.24,0.48)",0.1036,0.096,0.0924,0.0752
"[0.48,0.72)",0.0884,0.084,0.082,0.0816
"[0.72,0.96)",0.0704,0.0724,0.0716,0.0624
"[0.96,1.2)",0.0544,0.056,0.0564,0.0532
"[1.2,1.44)",0.038,0.044,0.04,0.0472
"[1.44,1.68)",0.018,0.0268,0.0304,0.034
"[1.68,1.92)",0.0112,0.0172,0.0156,0.0228
"[1.92,2.16)",0.0048,0.0112,0.0112,0.0192
"[2.16,2.4)",0.0048,0.0044,0.0072,0.01
"[2.4,2.64)",0.002,0.004,0.0028,0.0064
"[2.64,2.88)",8e-04,0.0028,8e-04,0.0048
"[2.88,3.12)",8e-04,8e-04,0.002,0.0032
"[3.12,3.36)",0,8e-04,0,0.0012
"[3.36,3.6)",4e-04,4e-04,4e-04,8e-04
"[3.6,3.84)",0,4e-04,0,4e-04
"[3.84,4.08)",0,0,0,4e-04
"[4.08,4.32)",0,0,0,0
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
