"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0468,-0.0032
"2","PM",0.1,0.0852,-0.0148
"3","PM",0.25,0.2216,-0.0284
"4","PM",0.75,0.7616,0.0116
"5","PM",0.9,0.9166,0.0166
"6","PM",0.95,0.9628,0.0128
"7","CB",0.05,0.056,0.006
"8","CB",0.1,0.0985999999999999,-0.0014
"9","CB",0.25,0.2386,-0.0114
"10","CB",0.75,0.7472,-0.0028
"11","CB",0.9,0.9,0
"12","CB",0.95,0.9528,0.0028
"13","GR",0.05,0.0548,0.0048
"14","GR",0.1,0.103,0.003
"15","GR",0.25,0.247,-0.003
"16","GR",0.75,0.7406,-0.0094
"17","GR",0.9,0.897,-0.003
"18","GR",0.95,0.952,0.002
"19","ML",0.05,0.0683999999999999,0.0184
"20","ML",0.1,0.1228,0.0228
"21","ML",0.25,0.2666,0.0166
"22","ML",0.75,0.7142,-0.0358
"23","ML",0.9,0.8718,-0.0282
"24","ML",0.95,0.938599999999999,-0.0114
