"","quantity","estimator","value"
"1","mean","PM",0.000853486541979887
"2","mean","CB",0.000853486541979886
"3","mean","GR",0.0006986757106818
"4","mean","ML",0.00405016717008823
"5","var","PM",0.893646900910416
"6","var","CB",1.04088761817158
"7","var","GR",1.02289585872147
"8","var","ML",1.25193474327946
"9","var","true",1.06463705650204
"10","SSEL","PM",0.151666951826534
"11","SSEL","CB",0.155047116958424
"12","SSEL","GR",0.16518873741367
"13","SSEL","ML",0.214973145281977
"14","WSSEL","PM",7.58334759132669
"15","WSSEL","CB",7.75235584792122
"16","WSSEL","GR",8.25943687068351
"17","WSSEL","ML",10.7486572640989
"18","ISEL","PM",0.0075205238672402
"19","ISEL","CB",0.00626179874685182
"20","ISEL","GR",0.00443763124042374
"21","ISEL","ML",0.00748374099057061
"22","SELrank","PM",0.0184070742022299
"23","SELrank","CB",0.0184070742022299
"24","SELrank","GR",0.0181147251057286
"25","SELrank","ML",0.0204708958093041
