"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,0
"[-5.76,-5.52)",4e-04,2e-04,4e-04,4e-04
"[-5.52,-5.28)",0,2e-04,0,0
"[-5.28,-5.04)",2e-04,2e-04,2e-04,4e-04
"[-5.04,-4.8)",4e-04,2e-04,4e-04,4e-04
"[-4.8,-4.56)",2e-04,0,2e-04,0
"[-4.56,-4.32)",0,2e-04,0,2e-04
"[-4.32,-4.08)",0,2e-04,0,4e-04
"[-4.08,-3.84)",6e-04,4e-04,8e-04,0.0012
"[-3.84,-3.6)",6e-04,0.0012,2e-04,6e-04
"[-3.6,-3.36)",0.001,0.0016,0.001,0.001
"[-3.36,-3.12)",8e-04,8e-04,0.002,0.0022
"[-3.12,-2.88)",0.0022,0.0026,0.0018,0.0042
"[-2.88,-2.64)",0.0018,0.0036,0.003,0.0044
"[-2.64,-2.4)",0.0046,0.0056,0.0042,0.0068
"[-2.4,-2.16)",0.0058,0.0062,0.0068,0.0076
"[-2.16,-1.92)",0.0086,0.0098,0.01,0.0128
"[-1.92,-1.68)",0.0126,0.0132,0.015,0.0158
"[-1.68,-1.44)",0.0154,0.0168,0.0194,0.0242
"[-1.44,-1.2)",0.0224,0.0264,0.0288,0.0292
"[-1.2,-0.96)",0.0352,0.0384,0.0412,0.045
"[-0.96,-0.72)",0.054,0.0542,0.0594,0.0596
"[-0.72,-0.48)",0.0854,0.0854,0.0834,0.0802
"[-0.48,-0.24)",0.1156,0.1094,0.1044,0.0992
"[-0.24,0)",0.1276,0.1184,0.1136,0.1012
"[0,0.24)",0.127,0.1172,0.1122,0.0986
"[0.24,0.48)",0.1078,0.1032,0.1016,0.094
"[0.48,0.72)",0.0884,0.087,0.0826,0.0802
"[0.72,0.96)",0.0634,0.0584,0.0668,0.0596
"[0.96,1.2)",0.042,0.048,0.0476,0.0546
"[1.2,1.44)",0.0284,0.0324,0.0318,0.0398
"[1.44,1.68)",0.0166,0.0198,0.0214,0.0228
"[1.68,1.92)",0.0084,0.0112,0.0128,0.0176
"[1.92,2.16)",0.0072,0.0068,0.009,0.0078
"[2.16,2.4)",0.0046,0.0066,0.0048,0.0084
"[2.4,2.64)",0.002,0.0032,0.0034,0.005
"[2.64,2.88)",0.003,0.0024,0.004,0.0036
"[2.88,3.12)",0.0014,0.0022,0.0014,0.0034
"[3.12,3.36)",8e-04,0.002,8e-04,0.0026
"[3.36,3.6)",2e-04,4e-04,2e-04,8e-04
"[3.6,3.84)",0,2e-04,0,2e-04
"[3.84,4.08)",4e-04,2e-04,4e-04,2e-04
"[4.08,4.32)",6e-04,2e-04,6e-04,0.0012
"[4.32,4.56)",4e-04,6e-04,2e-04,4e-04
"[4.56,4.8)",2e-04,2e-04,4e-04,2e-04
"[4.8,5.04)",4e-04,4e-04,2e-04,4e-04
"[5.04,5.28)",2e-04,4e-04,4e-04,0
"[5.28,5.52)",2e-04,2e-04,2e-04,4e-04
"[5.52,5.76)",2e-04,2e-04,2e-04,4e-04
"[5.76,6)",0,2e-04,0,0
