"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,2e-04
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,2e-04,0,2e-04
"[-4.08,-3.84)",2e-04,0,2e-04,4e-04
"[-3.84,-3.6)",0,2e-04,0,0
"[-3.6,-3.36)",2e-04,0,2e-04,6e-04
"[-3.36,-3.12)",0,6e-04,0,4e-04
"[-3.12,-2.88)",0.001,0.0014,0.0014,0.0026
"[-2.88,-2.64)",0.0016,0.0028,0.0016,0.004
"[-2.64,-2.4)",0.0038,0.0058,0.0054,0.0096
"[-2.4,-2.16)",0.0048,0.0074,0.0074,0.0108
"[-2.16,-1.92)",0.0096,0.0122,0.014,0.0152
"[-1.92,-1.68)",0.0184,0.0206,0.02,0.023
"[-1.68,-1.44)",0.024,0.0324,0.0304,0.0322
"[-1.44,-1.2)",0.0412,0.0392,0.0398,0.0402
"[-1.2,-0.96)",0.047,0.0508,0.055,0.0558
"[-0.96,-0.72)",0.0656,0.062,0.0662,0.0628
"[-0.72,-0.48)",0.0818,0.0798,0.0774,0.0732
"[-0.48,-0.24)",0.1048,0.0944,0.0928,0.09
"[-0.24,0)",0.1072,0.0992,0.0976,0.0882
"[0,0.24)",0.1058,0.1004,0.097,0.0912
"[0.24,0.48)",0.0902,0.0818,0.0886,0.075
"[0.48,0.72)",0.0906,0.086,0.0808,0.0792
"[0.72,0.96)",0.0654,0.0646,0.065,0.0618
"[0.96,1.2)",0.0496,0.0518,0.053,0.0544
"[1.2,1.44)",0.0368,0.04,0.039,0.04
"[1.44,1.68)",0.02,0.0256,0.026,0.031
"[1.68,1.92)",0.0152,0.0172,0.0178,0.0182
"[1.92,2.16)",0.0088,0.0114,0.0118,0.0184
"[2.16,2.4)",0.0036,0.0068,0.007,0.0086
"[2.4,2.64)",0.0014,0.003,0.0026,0.0056
"[2.64,2.88)",6e-04,0.0012,0.0012,0.003
"[2.88,3.12)",4e-04,4e-04,4e-04,0.002
"[3.12,3.36)",4e-04,4e-04,4e-04,0.0016
"[3.36,3.6)",0,4e-04,0,4e-04
"[3.6,3.84)",0,0,0,2e-04
"[3.84,4.08)",0,0,0,0
"[4.08,4.32)",0,0,0,0
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
