"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0272,-0.0228
"2","PM",0.1,0.0516,-0.0484
"3","PM",0.25,0.1652,-0.0848
"4","PM",0.75,0.7244,-0.0256
"5","PM",0.9,0.9768,0.0768
"6","PM",0.95,0.9888,0.0388
"7","CB",0.05,0.0892,0.0392
"8","CB",0.1,0.1456,0.0456
"9","CB",0.25,0.2624,0.0124
"10","CB",0.75,0.6724,-0.0776
"11","CB",0.9,0.9392,0.0392
"12","CB",0.95,0.9656,0.0156
"13","GR",0.05,0.098,0.048
"14","GR",0.1,0.136,0.036
"15","GR",0.25,0.2424,-0.0076
"16","GR",0.75,0.6712,-0.0788
"17","GR",0.9,0.9424,0.0424
"18","GR",0.95,0.9688,0.0188
"19","ML",0.05,0.186,0.136
"20","ML",0.1,0.2344,0.1344
"21","ML",0.25,0.3296,0.0796
"22","ML",0.75,0.6232,-0.1268
"23","ML",0.9,0.8792,-0.0208
"24","ML",0.95,0.9152,-0.0348
