"","quantity","estimator","value"
"1","mean","PM",-0.0121851631987633
"2","mean","CB",-0.0121851631987633
"3","mean","GR",-0.0124286623674136
"4","mean","ML",-0.0121196290140952
"5","var","PM",0.767103403286802
"6","var","CB",1.01538761875123
"7","var","GR",0.998626819291406
"8","var","ML",1.34776250281025
"9","var","true",1.02301912963211
"10","SSEL","PM",0.251835045193748
"11","SSEL","CB",0.264085462900551
"12","SSEL","GR",0.295537017201452
"13","SSEL","ML",0.324257492022768
"14","WSSEL","PM",12.5917522596874
"15","WSSEL","CB",13.2042731450275
"16","WSSEL","GR",14.7768508600726
"17","WSSEL","ML",16.2128746011384
"18","ISEL","PM",0.016494229126318
"19","ISEL","CB",0.0123461501523412
"20","ISEL","GR",0.0143321489240787
"21","ISEL","ML",0.0165984811971069
"22","SELrank","PM",0.0310023836985775
"23","SELrank","CB",0.0310023836985775
"24","SELrank","GR",0.0310320645905421
"25","SELrank","ML",0.0309344098423683
