"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0532,0.0032
"2","PM",0.1,0.0959999999999999,-0.004
"3","PM",0.25,0.2212,-0.0288
"4","PM",0.75,0.7492,-8e-04
"5","PM",0.9,0.92,0.02
"6","PM",0.95,0.9628,0.0128
"7","CB",0.05,0.0712,0.0212
"8","CB",0.1,0.1148,0.0148
"9","CB",0.25,0.2476,-0.0024
"10","CB",0.75,0.742,-0.008
"11","CB",0.9,0.9032,0.0032
"12","CB",0.95,0.9472,-0.0028
"13","GR",0.05,0.0736000000000001,0.0236
"14","GR",0.1,0.1216,0.0216
"15","GR",0.25,0.248,-0.002
"16","GR",0.75,0.7252,-0.0248
"17","GR",0.9,0.9164,0.0164
"18","GR",0.95,0.9524,0.0024
"19","ML",0.05,0.0951999999999999,0.0452
"20","ML",0.1,0.1452,0.0452
"21","ML",0.25,0.2796,0.0296
"22","ML",0.75,0.7176,-0.0324
"23","ML",0.9,0.8916,-0.0084
"24","ML",0.95,0.936,-0.014
