"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,2e-04
"[-3.12,-2.88)",0,0,0,0
"[-2.88,-2.64)",0,0,0,8e-04
"[-2.64,-2.4)",0,0,2e-04,0.0016
"[-2.4,-2.16)",4e-04,8e-04,8e-04,0.0028
"[-2.16,-1.92)",0.001,0.0022,0.0026,0.007
"[-1.92,-1.68)",0.0058,0.0088,0.0102,0.0128
"[-1.68,-1.44)",0.0114,0.0132,0.0198,0.0296
"[-1.44,-1.2)",0.0338,0.043,0.043,0.0486
"[-1.2,-0.96)",0.0716,0.08,0.0752,0.0704
"[-0.96,-0.72)",0.1074,0.1056,0.0982,0.094
"[-0.72,-0.48)",0.1186,0.1108,0.1062,0.0964
"[-0.48,-0.24)",0.1116,0.1036,0.0982,0.0964
"[-0.24,0)",0.0928,0.085,0.0924,0.0808
"[0,0.24)",0.0968,0.0916,0.0932,0.0884
"[0.24,0.48)",0.0788,0.0754,0.0748,0.0718
"[0.48,0.72)",0.0604,0.0602,0.0604,0.0646
"[0.72,0.96)",0.0476,0.0464,0.0514,0.0518
"[0.96,1.2)",0.0416,0.042,0.0442,0.0438
"[1.2,1.44)",0.0384,0.0372,0.0374,0.0358
"[1.44,1.68)",0.0214,0.0254,0.0258,0.0268
"[1.68,1.92)",0.0184,0.0166,0.0182,0.0156
"[1.92,2.16)",0.0128,0.0178,0.0146,0.0188
"[2.16,2.4)",0.0102,0.0096,0.0114,0.0112
"[2.4,2.64)",0.0058,0.0084,0.0074,0.0108
"[2.64,2.88)",0.0032,0.005,0.0042,0.0052
"[2.88,3.12)",0.004,0.0036,0.0032,0.0044
"[3.12,3.36)",0.0032,0.0028,0.0034,0.0038
"[3.36,3.6)",0.001,0.0024,0.0016,0.002
"[3.6,3.84)",0.001,8e-04,6e-04,0.0022
"[3.84,4.08)",2e-04,8e-04,6e-04,6e-04
"[4.08,4.32)",6e-04,2e-04,4e-04,4e-04
"[4.32,4.56)",2e-04,6e-04,4e-04,4e-04
"[4.56,4.8)",0,2e-04,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,2e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
