"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0188,-0.0312
"2","PM",0.1,0.0356,-0.0644
"3","PM",0.25,0.1056,-0.1444
"4","PM",0.75,0.7008,-0.0492
"5","PM",0.9,0.9856,0.0856
"6","PM",0.95,0.9952,0.0452
"7","CB",0.05,0.1164,0.0664
"8","CB",0.1,0.1552,0.0552
"9","CB",0.25,0.2416,-0.0084
"10","CB",0.75,0.6132,-0.1368
"11","CB",0.9,0.9176,0.0176
"12","CB",0.95,0.9488,-0.0012
"13","GR",0.05,0.0972,0.0472
"14","GR",0.1,0.1324,0.0324
"15","GR",0.25,0.2144,-0.0356
"16","GR",0.75,0.6264,-0.1236
"17","GR",0.9,0.9348,0.0348
"18","GR",0.95,0.9584,0.0084
"19","ML",0.05,0.3336,0.2836
"20","ML",0.1,0.3568,0.2568
"21","ML",0.25,0.4032,0.1532
"22","ML",0.75,0.538,-0.212
"23","ML",0.9,0.6968,-0.2032
"24","ML",0.95,0.7296,-0.2204
