"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0071
"[-5.76,-5.52)",0,1e-04,1e-04,0.0074
"[-5.52,-5.28)",0,1e-04,2e-04,0.0068
"[-5.28,-5.04)",0,0,0,0.0079
"[-5.04,-4.8)",0,0,3e-04,0.0109
"[-4.8,-4.56)",0,0,3e-04,0.0117
"[-4.56,-4.32)",0,3e-04,3e-04,0.0111
"[-4.32,-4.08)",0,2e-04,3e-04,0.0129
"[-4.08,-3.84)",0,3e-04,0.0011,0.0138
"[-3.84,-3.6)",0,7e-04,7e-04,0.0173
"[-3.6,-3.36)",0,0.0011,0.0012,0.0193
"[-3.36,-3.12)",0,7e-04,0.0018,0.0192
"[-3.12,-2.88)",0,0.0011,0.0022,0.0197
"[-2.88,-2.64)",1e-04,0.0019,0.0028,0.0231
"[-2.64,-2.4)",1e-04,0.0039,0.0038,0.0219
"[-2.4,-2.16)",0,0.0049,0.0057,0.0211
"[-2.16,-1.92)",4e-04,0.0078,0.0063,0.024
"[-1.92,-1.68)",0.0012,0.0134,0.0089,0.0226
"[-1.68,-1.44)",0.0012,0.0204,0.014,0.0259
"[-1.44,-1.2)",0.0034,0.0307,0.0198,0.0288
"[-1.2,-0.96)",0.008,0.0448,0.0347,0.0297
"[-0.96,-0.72)",0.0321,0.0679,0.0593,0.0279
"[-0.72,-0.48)",0.0876,0.0909,0.0944,0.0293
"[-0.48,-0.24)",0.184,0.1189,0.129,0.0286
"[-0.24,0)",0.235,0.1277,0.1472,0.0302
"[0,0.24)",0.2229,0.1136,0.1389,0.0274
"[0.24,0.48)",0.1198,0.0977,0.1084,0.0302
"[0.48,0.72)",0.0579,0.0724,0.0735,0.03
"[0.72,0.96)",0.0259,0.0558,0.0463,0.0278
"[0.96,1.2)",0.0112,0.0397,0.0297,0.0254
"[1.2,1.44)",0.0054,0.0262,0.0194,0.0268
"[1.44,1.68)",0.0024,0.0192,0.0134,0.0261
"[1.68,1.92)",8e-04,0.0113,0.009,0.0203
"[1.92,2.16)",5e-04,0.0093,0.0069,0.021
"[2.16,2.4)",0,0.0052,0.0055,0.0226
"[2.4,2.64)",0,0.0033,0.0039,0.0223
"[2.64,2.88)",1e-04,0.0027,0.0028,0.0202
"[2.88,3.12)",0,0.002,0.002,0.0188
"[3.12,3.36)",0,0.0012,0.0012,0.0156
"[3.36,3.6)",0,8e-04,0.0015,0.0183
"[3.6,3.84)",0,6e-04,0.0012,0.0159
"[3.84,4.08)",0,5e-04,6e-04,0.0144
"[4.08,4.32)",0,2e-04,2e-04,0.0116
"[4.32,4.56)",0,3e-04,4e-04,0.0137
"[4.56,4.8)",0,0,3e-04,0.0084
"[4.8,5.04)",0,1e-04,2e-04,0.0095
"[5.04,5.28)",0,0,2e-04,0.0071
"[5.28,5.52)",0,0,0,0.0072
"[5.52,5.76)",0,1e-04,1e-04,0.0058
"[5.76,6)",0,0,0,0.0062
