"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0054
"[-5.76,-5.52)",0,0,0,0.0058
"[-5.52,-5.28)",0,1e-04,0,0.0063
"[-5.28,-5.04)",0,1e-04,0,0.0064
"[-5.04,-4.8)",0,1e-04,1e-04,0.0087
"[-4.8,-4.56)",0,2e-04,2e-04,0.0084
"[-4.56,-4.32)",0,4e-04,2e-04,0.0095
"[-4.32,-4.08)",0,3e-04,3e-04,0.0104
"[-4.08,-3.84)",0,2e-04,6e-04,0.0116
"[-3.84,-3.6)",0,6e-04,3e-04,0.0123
"[-3.6,-3.36)",0,6e-04,0.0012,0.0126
"[-3.36,-3.12)",0,5e-04,0.0012,0.0168
"[-3.12,-2.88)",0,0.0013,0.0018,0.0148
"[-2.88,-2.64)",1e-04,0.0018,0.0023,0.0154
"[-2.64,-2.4)",1e-04,0.0028,0.0035,0.0226
"[-2.4,-2.16)",2e-04,0.0042,0.0043,0.0201
"[-2.16,-1.92)",2e-04,0.0067,0.0066,0.0227
"[-1.92,-1.68)",7e-04,0.0088,0.0087,0.0279
"[-1.68,-1.44)",0.0012,0.0142,0.0113,0.0236
"[-1.44,-1.2)",0.0021,0.0175,0.0164,0.026
"[-1.2,-0.96)",0.0055,0.0299,0.0244,0.0304
"[-0.96,-0.72)",0.013,0.0483,0.04,0.0298
"[-0.72,-0.48)",0.038,0.0758,0.0718,0.03
"[-0.48,-0.24)",0.1451,0.1114,0.1143,0.029
"[-0.24,0)",0.2243,0.1465,0.1534,0.0308
"[0,0.24)",0.266,0.15,0.1628,0.0316
"[0.24,0.48)",0.205,0.1209,0.1357,0.0319
"[0.48,0.72)",0.0642,0.0918,0.0889,0.0301
"[0.72,0.96)",0.0186,0.0551,0.0514,0.0299
"[0.96,1.2)",0.0078,0.0351,0.0305,0.029
"[1.2,1.44)",0.004,0.0253,0.0188,0.0257
"[1.44,1.68)",0.0014,0.0145,0.0134,0.0265
"[1.68,1.92)",0.0013,0.0096,0.0096,0.024
"[1.92,2.16)",7e-04,0.0079,0.0072,0.0214
"[2.16,2.4)",2e-04,0.005,0.0052,0.0201
"[2.4,2.64)",2e-04,0.0041,0.004,0.0182
"[2.64,2.88)",1e-04,0.0017,0.003,0.0185
"[2.88,3.12)",0,0.002,0.0021,0.0154
"[3.12,3.36)",0,0.001,0.0014,0.0151
"[3.36,3.6)",0,0.0013,7e-04,0.0136
"[3.6,3.84)",0,4e-04,9e-04,0.0115
"[3.84,4.08)",0,8e-04,5e-04,0.012
"[4.08,4.32)",0,3e-04,3e-04,0.012
"[4.32,4.56)",0,3e-04,2e-04,0.0109
"[4.56,4.8)",0,1e-04,1e-04,0.0102
"[4.8,5.04)",0,1e-04,3e-04,0.0065
"[5.04,5.28)",0,3e-04,1e-04,0.0057
"[5.28,5.52)",0,0,0,0.0063
"[5.52,5.76)",0,1e-04,0,0.0072
"[5.76,6)",0,0,0,0.0065
