"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0044,-0.0456
"2","PM",0.1,0.0078,-0.0922
"3","PM",0.25,0.0268,-0.2232
"4","PM",0.75,0.8251,0.0751
"5","PM",0.9,0.9976,0.0976
"6","PM",0.95,0.9993,0.0493
"7","CB",0.05,0.0568,0.0068
"8","CB",0.1,0.0804,-0.0196
"9","CB",0.25,0.1475,-0.1025
"10","CB",0.75,0.6984,-0.0516
"11","CB",0.9,0.9655,0.0655
"12","CB",0.95,0.9797,0.0297
"13","GR",0.05,0.0561,0.0061
"14","GR",0.1,0.0744,-0.0256
"15","GR",0.25,0.1315,-0.1185
"16","GR",0.75,0.71,-0.04
"17","GR",0.9,0.9652,0.0652
"18","GR",0.95,0.9784,0.0284
"19","ML",0.05,0.3433,0.2933
"20","ML",0.1,0.3666,0.2666
"21","ML",0.25,0.4123,0.1623
"22","ML",0.75,0.5475,-0.2025
"23","ML",0.9,0.7026,-0.1974
"24","ML",0.95,0.7367,-0.2133
