"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0652,0.0152
"2","PM",0.1,0.1352,0.0352
"3","PM",0.25,0.298,0.048
"4","PM",0.75,0.7056,-0.0444
"5","PM",0.9,0.8584,-0.0416
"6","PM",0.95,0.9296,-0.0204
"7","CB",0.05,0.198,0.148
"8","CB",0.1,0.268,0.168
"9","CB",0.25,0.3816,0.1316
"10","CB",0.75,0.6288,-0.1212
"11","CB",0.9,0.728,-0.172
"12","CB",0.95,0.7996,-0.1504
"13","GR",0.05,0.1844,0.1344
"14","GR",0.1,0.2536,0.1536
"15","GR",0.25,0.3712,0.1212
"16","GR",0.75,0.6304,-0.1196
"17","GR",0.9,0.7488,-0.1512
"18","GR",0.95,0.8164,-0.1336
"19","ML",0.05,0.3212,0.2712
"20","ML",0.1,0.3704,0.2704
"21","ML",0.25,0.4364,0.1864
"22","ML",0.75,0.5624,-0.1876
"23","ML",0.9,0.6336,-0.2664
"24","ML",0.95,0.6828,-0.2672
