"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,4e-04
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",4e-04,4e-04,4e-04,8e-04
"[-5.28,-5.04)",0,0,0,0.0016
"[-5.04,-4.8)",4e-04,0,4e-04,0.0012
"[-4.8,-4.56)",0,0,0,0.0012
"[-4.56,-4.32)",0,8e-04,0,8e-04
"[-4.32,-4.08)",4e-04,4e-04,8e-04,0.002
"[-4.08,-3.84)",4e-04,0,0,0.0024
"[-3.84,-3.6)",0,4e-04,0,0.0052
"[-3.6,-3.36)",8e-04,0.0016,0.0012,0.0064
"[-3.36,-3.12)",0,8e-04,0.0016,0.0044
"[-3.12,-2.88)",4e-04,0.0024,0.002,0.0132
"[-2.88,-2.64)",0.0016,0.0028,0.0032,0.0128
"[-2.64,-2.4)",0.002,0.0104,0.0084,0.0168
"[-2.4,-2.16)",0.0028,0.0076,0.0076,0.0192
"[-2.16,-1.92)",0.006,0.0128,0.0104,0.0196
"[-1.92,-1.68)",0.0092,0.0136,0.0212,0.0256
"[-1.68,-1.44)",0.016,0.028,0.0236,0.0364
"[-1.44,-1.2)",0.0204,0.026,0.0348,0.0332
"[-1.2,-0.96)",0.036,0.0496,0.0492,0.0452
"[-0.96,-0.72)",0.0612,0.0724,0.0604,0.0584
"[-0.72,-0.48)",0.0876,0.0732,0.0836,0.0636
"[-0.48,-0.24)",0.1244,0.1088,0.0996,0.0712
"[-0.24,0)",0.1664,0.1132,0.116,0.0672
"[0,0.24)",0.1376,0.1028,0.1112,0.0648
"[0.24,0.48)",0.1132,0.0904,0.088,0.0632
"[0.48,0.72)",0.0728,0.078,0.0736,0.0624
"[0.72,0.96)",0.0556,0.0516,0.0552,0.054
"[0.96,1.2)",0.0308,0.0516,0.0404,0.0464
"[1.2,1.44)",0.0216,0.0276,0.0296,0.0392
"[1.44,1.68)",0.0096,0.0224,0.0248,0.0348
"[1.68,1.92)",0.0052,0.0164,0.0152,0.0256
"[1.92,2.16)",0.0072,0.01,0.0124,0.0212
"[2.16,2.4)",0.0032,0.0064,0.0092,0.0184
"[2.4,2.64)",0.0028,0.0044,0.0056,0.0116
"[2.64,2.88)",8e-04,0.0036,0.0028,0.0084
"[2.88,3.12)",8e-04,0.0024,0.0028,0.0108
"[3.12,3.36)",0.0012,0.0024,0.002,0.0076
"[3.36,3.6)",4e-04,0,0.0012,0.006
"[3.6,3.84)",0,0.0016,4e-04,0.0028
"[3.84,4.08)",0,4e-04,4e-04,0.0016
"[4.08,4.32)",8e-04,4e-04,8e-04,0.002
"[4.32,4.56)",0,8e-04,0,0.0024
"[4.56,4.8)",0,0,0,0.002
"[4.8,5.04)",0,0,0,0.0012
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",0,8e-04,0,0.0012
"[5.52,5.76)",0,0,0,4e-04
"[5.76,6)",0,0,0,4e-04
