"","quantity","estimator","value"
"1","mean","PM",0.0207925728756856
"2","mean","CB",0.0207925728756856
"3","mean","GR",0.0208831106418081
"4","mean","ML",0.0150211349216449
"5","var","PM",0.679497309476945
"6","var","CB",0.963367391955235
"7","var","GR",0.941260397061772
"8","var","ML",1.44412994958229
"9","var","true",0.961925744853939
"10","SSEL","PM",0.285150925379097
"11","SSEL","CB",0.307695225268469
"12","SSEL","GR",0.31740822957576
"13","SSEL","ML",0.481161583141108
"14","WSSEL","PM",14.2575462689548
"15","WSSEL","CB",15.3847612634234
"16","WSSEL","GR",15.870411478788
"17","WSSEL","ML",24.0580791570554
"18","ISEL","PM",0.0155077638733757
"19","ISEL","CB",0.0103321370107265
"20","ISEL","GR",0.00700590846585308
"21","ISEL","ML",0.0158145330729345
"22","SELrank","PM",0.0287833910034602
"23","SELrank","CB",0.0287833910034602
"24","SELrank","GR",0.0288266051518647
"25","SELrank","ML",0.0309150326797386
