"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.036,-0.014
"2","PM",0.1,0.0792,-0.0208
"3","PM",0.25,0.2188,-0.0312
"4","PM",0.75,0.7572,0.0072
"5","PM",0.9,0.9116,0.0116
"6","PM",0.95,0.9632,0.0132
"7","CB",0.05,0.0548,0.0048
"8","CB",0.1,0.0992,-8e-04
"9","CB",0.25,0.246,-0.004
"10","CB",0.75,0.75,0
"11","CB",0.9,0.8984,-0.0016
"12","CB",0.95,0.9492,-8e-04
"13","GR",0.05,0.0556,0.0056
"14","GR",0.1,0.1096,0.0096
"15","GR",0.25,0.2544,0.0044
"16","GR",0.75,0.7384,-0.0116
"17","GR",0.9,0.9052,0.0052
"18","GR",0.95,0.9556,0.0056
"19","ML",0.05,0.0904,0.0404
"20","ML",0.1,0.1452,0.0452
"21","ML",0.25,0.2704,0.0204
"22","ML",0.75,0.7188,-0.0312
"23","ML",0.9,0.8872,-0.0128
"24","ML",0.95,0.9412,-0.0088
