"","quantity","estimator","value"
"1","mean","PM",-0.00801339442651467
"2","mean","CB",-0.00801339442651467
"3","mean","GR",-0.00805592808822547
"4","mean","ML",0.00234837175015294
"5","var","PM",0.84563958820515
"6","var","CB",0.993171229308032
"7","var","GR",0.966504822718214
"8","var","ML",1.21953218323819
"9","var","true",1.00726375192626
"10","SSEL","PM",0.158552448177754
"11","SSEL","CB",0.162564953929353
"12","SSEL","GR",0.174832994063637
"13","SSEL","ML",0.230394123863266
"14","WSSEL","PM",3.96381120444385
"15","WSSEL","CB",4.06412384823382
"16","WSSEL","GR",4.37082485159093
"17","WSSEL","ML",5.75985309658164
"18","ISEL","PM",0.0153436249061234
"19","ISEL","CB",0.0138867173173001
"20","ISEL","GR",0.0112777434335361
"21","ISEL","ML",0.0151574305010138
"22","SELrank","PM",0.0206745562130178
"23","SELrank","CB",0.0206745562130178
"24","SELrank","GR",0.0202698224852071
"25","SELrank","ML",0.0227218934911243
