"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0256,-0.0244
"2","PM",0.1,0.0677999999999999,-0.0322
"3","PM",0.25,0.2096,-0.0404
"4","PM",0.75,0.7754,0.0254
"5","PM",0.9,0.929,0.029
"6","PM",0.95,0.9726,0.0226
"7","CB",0.05,0.0482,-0.0018
"8","CB",0.1,0.1002,2e-04
"9","CB",0.25,0.2466,-0.0034
"10","CB",0.75,0.7384,-0.0116
"11","CB",0.9,0.8936,-0.0064
"12","CB",0.95,0.9522,0.0022
"13","GR",0.05,0.048,-0.002
"14","GR",0.1,0.1024,0.0024
"15","GR",0.25,0.255,0.005
"16","GR",0.75,0.7286,-0.0214
"17","GR",0.9,0.8896,-0.0104
"18","GR",0.95,0.9474,-0.0026
"19","ML",0.05,0.0845999999999999,0.0346
"20","ML",0.1,0.146,0.046
"21","ML",0.25,0.2902,0.0402
"22","ML",0.75,0.7006,-0.0494
"23","ML",0.9,0.8458,-0.0542
"24","ML",0.95,0.913,-0.037
