"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.044,-0.006
"2","PM",0.1,0.084,-0.016
"3","PM",0.25,0.2296,-0.0204
"4","PM",0.75,0.7596,0.0096
"5","PM",0.9,0.9088,0.0088
"6","PM",0.95,0.9564,0.0064
"7","CB",0.05,0.0528,0.0028
"8","CB",0.1,0.0936,-0.0064
"9","CB",0.25,0.2432,-0.0068
"10","CB",0.75,0.7436,-0.0064
"11","CB",0.9,0.8968,-0.0032
"12","CB",0.95,0.9448,-0.0052
"13","GR",0.05,0.052,0.002
"14","GR",0.1,0.0991999999999999,-8e-04
"15","GR",0.25,0.2436,-0.0064
"16","GR",0.75,0.748,-0.002
"17","GR",0.9,0.8944,-0.0056
"18","GR",0.95,0.948,-0.002
"19","ML",0.05,0.062,0.012
"20","ML",0.1,0.1136,0.0136
"21","ML",0.25,0.26,0.01
"22","ML",0.75,0.7272,-0.0228
"23","ML",0.9,0.8788,-0.0212
"24","ML",0.95,0.9352,-0.0148
