"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,4e-04
"[-3.12,-2.88)",0,0,0,4e-04
"[-2.88,-2.64)",0,0,0,0.0028
"[-2.64,-2.4)",0,4e-04,4e-04,0.0016
"[-2.4,-2.16)",4e-04,0.0012,4e-04,0.0048
"[-2.16,-1.92)",0.0036,0.004,0.0064,0.006
"[-1.92,-1.68)",0.0044,0.0104,0.0108,0.0164
"[-1.68,-1.44)",0.0172,0.0288,0.0268,0.0248
"[-1.44,-1.2)",0.038,0.04,0.0432,0.05
"[-1.2,-0.96)",0.0544,0.0616,0.0588,0.0624
"[-0.96,-0.72)",0.088,0.0856,0.0828,0.0852
"[-0.72,-0.48)",0.1064,0.104,0.1036,0.104
"[-0.48,-0.24)",0.1244,0.1112,0.1016,0.0956
"[-0.24,0)",0.1096,0.1012,0.1016,0.0948
"[0,0.24)",0.0972,0.0876,0.0888,0.08
"[0.24,0.48)",0.0796,0.0748,0.0788,0.0652
"[0.48,0.72)",0.068,0.066,0.0672,0.0592
"[0.72,0.96)",0.0484,0.0476,0.056,0.0488
"[0.96,1.2)",0.0456,0.0428,0.0424,0.0444
"[1.2,1.44)",0.0308,0.036,0.036,0.0364
"[1.44,1.68)",0.0256,0.0264,0.0256,0.0284
"[1.68,1.92)",0.0204,0.02,0.0244,0.0252
"[1.92,2.16)",0.01,0.0156,0.0132,0.018
"[2.16,2.4)",0.0084,0.0096,0.0084,0.0108
"[2.4,2.64)",0.0056,0.0072,0.008,0.0092
"[2.64,2.88)",0.006,0.0052,0.0056,0.0072
"[2.88,3.12)",0.0024,0.0048,0.0036,0.0044
"[3.12,3.36)",0.0036,0.0032,0.0032,0.0044
"[3.36,3.6)",8e-04,0.0028,0.0012,0.0028
"[3.6,3.84)",0,8e-04,0,0.0028
"[3.84,4.08)",0,0,0,8e-04
"[4.08,4.32)",0.0012,0,0.0012,4e-04
"[4.32,4.56)",0,8e-04,0,8e-04
"[4.56,4.8)",0,4e-04,0,8e-04
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,4e-04
