"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.044,-0.006
"2","PM",0.1,0.0916,-0.0084
"3","PM",0.25,0.2352,-0.0148
"4","PM",0.75,0.762,0.012
"5","PM",0.9,0.908,0.008
"6","PM",0.95,0.957599999999999,0.0076
"7","CB",0.05,0.05,0
"8","CB",0.1,0.0988,-0.0012
"9","CB",0.25,0.2456,-0.0044
"10","CB",0.75,0.744,-0.006
"11","CB",0.9,0.9008,8e-04
"12","CB",0.95,0.951199999999999,0.0012
"13","GR",0.05,0.0512,0.0012
"14","GR",0.1,0.1028,0.0028
"15","GR",0.25,0.248,-0.002
"16","GR",0.75,0.7436,-0.0064
"17","GR",0.9,0.898000000000001,-0.002
"18","GR",0.95,0.949599999999999,-4e-04
"19","ML",0.05,0.0572,0.0072
"20","ML",0.1,0.1136,0.0136
"21","ML",0.25,0.262,0.012
"22","ML",0.75,0.7236,-0.0264
"23","ML",0.9,0.888,-0.012
"24","ML",0.95,0.942799999999999,-0.0072
