"","SEL_PM","SEL_CB","SEL_GR","SEL_ML"
"1",0.0887450245314627,0.0903512883261268,0.0965375237890238,0.0995565164767172
"2",0.0748257681976591,0.0724772171978856,0.0791454686977022,0.0765545317963558
"3",0.0953224966183198,0.0935415995570055,0.108756803421578,0.0995138817345457
"4",0.0828289353667182,0.0913454570903307,0.110783431613132,0.110987535972248
"5",0.0738867436071531,0.0689148558535391,0.0743297096215788,0.0692137482415349
"6",0.0982484985482159,0.0980678895396273,0.109155159029029,0.103897453214289
"7",0.132616279469771,0.133487117510319,0.139496036475412,0.142821100417027
"8",0.0846537691830478,0.0892573881857312,0.0958275465044636,0.0988732700319334
"9",0.0740516836314388,0.0727089130254357,0.079848937233703,0.0769751667333492
"10",0.0899336046431018,0.0886951090809704,0.0956121804053938,0.0938513117404272
"11",0.0853290252220009,0.0835298000763506,0.0880743281625522,0.0874773161918001
"12",0.0949368779296505,0.099033882981675,0.102202556328345,0.106182446735515
"13",0.100931714557027,0.101640290717764,0.111377575123825,0.108605034253228
"14",0.0817491112950486,0.0797897511486465,0.0860674992865611,0.0836290636467237
"15",0.100858607139942,0.0979916705207169,0.111097687485093,0.100041023783872
"16",0.121193567239184,0.118958917378669,0.118521680048186,0.116951208023058
"17",0.0868974781225198,0.0902898427871455,0.09494931710162,0.1039083824455
"18",0.0725390145637224,0.0726136811599542,0.0783174976597197,0.0815723963312309
"19",0.0873321403634191,0.0883218214044517,0.0949203024645591,0.0933416876494118
"20",0.0954488697350809,0.100108646940791,0.107004433176818,0.108977118770022
"21",0.0981649550601711,0.0977435705520155,0.106444814266607,0.101814784014768
"22",0.101567873883103,0.102082927644258,0.106199856024051,0.108881181340508
"23",0.0903372295895398,0.0958152311042677,0.107567162246318,0.106179321280092
"24",0.103958587680311,0.105035673056454,0.105453834559617,0.110738956872535
"25",0.0896991195532933,0.0938801296376027,0.107907384716285,0.105147129240365
