"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0448,-0.0052
"2","PM",0.1,0.0928,-0.0072
"3","PM",0.25,0.2336,-0.0164
"4","PM",0.75,0.7556,0.0056
"5","PM",0.9,0.9092,0.0092
"6","PM",0.95,0.954399999999999,0.0044
"7","CB",0.05,0.052,0.002
"8","CB",0.1,0.102,0.002
"9","CB",0.25,0.2444,-0.0056
"10","CB",0.75,0.7436,-0.0064
"11","CB",0.9,0.8996,-4e-04
"12","CB",0.95,0.95,0
"13","GR",0.05,0.0468,-0.0032
"14","GR",0.1,0.1024,0.0024
"15","GR",0.25,0.2516,0.0016
"16","GR",0.75,0.7376,-0.0124
"17","GR",0.9,0.896400000000001,-0.0036
"18","GR",0.95,0.95,0
"19","ML",0.05,0.0584,0.0084
"20","ML",0.1,0.1116,0.0116
"21","ML",0.25,0.256,0.006
"22","ML",0.75,0.7252,-0.0248
"23","ML",0.9,0.888000000000001,-0.012
"24","ML",0.95,0.9424,-0.0076
