"","quantity","estimator","value"
"1","mean","PM",0.0167911334460876
"2","mean","CB",0.0167911334460876
"3","mean","GR",0.0167404494332125
"4","mean","ML",0.0168580472135853
"5","var","PM",0.980422154541781
"6","var","CB",1.07094720432761
"7","var","GR",1.05366178615809
"8","var","ML",1.17229454412388
"9","var","true",1.07981732301224
"10","SSEL","PM",0.093256131765851
"11","SSEL","CB",0.0941731652140601
"12","SSEL","GR",0.101498716189624
"13","SSEL","ML",0.100541244301693
"14","WSSEL","PM",2.33140329414627
"15","WSSEL","CB",2.3543291303515
"16","WSSEL","GR",2.5374679047406
"17","WSSEL","ML",2.51353110754233
"18","ISEL","PM",0.0106836035879029
"19","ISEL","CB",0.0100694484365812
"20","ISEL","GR",0.00802623705833463
"21","ISEL","ML",0.0105272562546104
"22","SELrank","PM",0.0128011834319527
"23","SELrank","CB",0.0128011834319527
"24","SELrank","GR",0.0127881656804734
"25","SELrank","ML",0.0127585798816568
