"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,6e-04,0,4e-04
"[-5.76,-5.52)",0,0,0,2e-04
"[-5.52,-5.28)",6e-04,2e-04,6e-04,0
"[-5.28,-5.04)",0,2e-04,0,4e-04
"[-5.04,-4.8)",0,4e-04,0,4e-04
"[-4.8,-4.56)",6e-04,2e-04,6e-04,2e-04
"[-4.56,-4.32)",2e-04,2e-04,2e-04,2e-04
"[-4.32,-4.08)",2e-04,6e-04,4e-04,6e-04
"[-4.08,-3.84)",2e-04,0,2e-04,4e-04
"[-3.84,-3.6)",6e-04,8e-04,6e-04,0.001
"[-3.6,-3.36)",4e-04,0.001,4e-04,0.0016
"[-3.36,-3.12)",6e-04,0.0018,4e-04,0.0016
"[-3.12,-2.88)",8e-04,0.0018,0.0024,0.0036
"[-2.88,-2.64)",0.0024,0.0024,0.0028,0.0034
"[-2.64,-2.4)",0.0028,0.004,0.0026,0.0072
"[-2.4,-2.16)",0.0034,0.0062,0.0078,0.0074
"[-2.16,-1.92)",0.0056,0.008,0.009,0.015
"[-1.92,-1.68)",0.0086,0.0128,0.0148,0.0222
"[-1.68,-1.44)",0.0174,0.0218,0.0236,0.0278
"[-1.44,-1.2)",0.0256,0.0286,0.0304,0.04
"[-1.2,-0.96)",0.0352,0.0444,0.049,0.0542
"[-0.96,-0.72)",0.0644,0.065,0.0642,0.0676
"[-0.72,-0.48)",0.0918,0.0898,0.086,0.0798
"[-0.48,-0.24)",0.1204,0.1098,0.1028,0.0882
"[-0.24,0)",0.1326,0.1112,0.1164,0.0846
"[0,0.24)",0.1354,0.1182,0.1106,0.0946
"[0.24,0.48)",0.121,0.1108,0.0996,0.089
"[0.48,0.72)",0.0744,0.0708,0.0812,0.074
"[0.72,0.96)",0.0538,0.06,0.0588,0.0566
"[0.96,1.2)",0.0364,0.0402,0.0426,0.0496
"[1.2,1.44)",0.023,0.0286,0.0312,0.0372
"[1.44,1.68)",0.0136,0.019,0.0208,0.0276
"[1.68,1.92)",0.0106,0.0126,0.012,0.0204
"[1.92,2.16)",0.005,0.0092,0.0098,0.0136
"[2.16,2.4)",0.004,0.0058,0.0068,0.0096
"[2.4,2.64)",0.0022,0.0032,0.0042,0.0068
"[2.64,2.88)",0.0016,0.0028,0.0018,0.0036
"[2.88,3.12)",0.0016,0.002,0.0022,0.0028
"[3.12,3.36)",0.001,0.0012,0.0012,0.0014
"[3.36,3.6)",6e-04,0.0014,0,0.0016
"[3.6,3.84)",0,6e-04,6e-04,0.0014
"[3.84,4.08)",2e-04,4e-04,2e-04,8e-04
"[4.08,4.32)",2e-04,0,2e-04,0
"[4.32,4.56)",0,2e-04,0,2e-04
"[4.56,4.8)",2e-04,2e-04,2e-04,2e-04
"[4.8,5.04)",2e-04,0,2e-04,0
"[5.04,5.28)",0,2e-04,0,2e-04
"[5.28,5.52)",2e-04,2e-04,2e-04,2e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,2e-04,0,2e-04
