"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,4e-04,0.008
"[-5.76,-5.52)",0,4e-04,0,0.004
"[-5.52,-5.28)",0,0,8e-04,0.0072
"[-5.28,-5.04)",0,4e-04,4e-04,0.0072
"[-5.04,-4.8)",0,8e-04,8e-04,0.0092
"[-4.8,-4.56)",0,0.0016,0.0012,0.0072
"[-4.56,-4.32)",0,0.0012,0,0.0088
"[-4.32,-4.08)",0,0.0012,0.0012,0.0112
"[-4.08,-3.84)",0,0.0016,0.0024,0.0088
"[-3.84,-3.6)",4e-04,0.0012,0.002,0.0156
"[-3.6,-3.36)",0,0.002,0.0032,0.0164
"[-3.36,-3.12)",0,0.0044,0.0044,0.014
"[-3.12,-2.88)",4e-04,0.0056,0.0044,0.0164
"[-2.88,-2.64)",8e-04,0.0108,0.0056,0.022
"[-2.64,-2.4)",0.0024,0.0088,0.0084,0.0208
"[-2.4,-2.16)",0.0016,0.012,0.0092,0.0228
"[-2.16,-1.92)",0.0032,0.02,0.0168,0.0272
"[-1.92,-1.68)",0.0044,0.022,0.0172,0.0204
"[-1.68,-1.44)",0.0096,0.032,0.026,0.0364
"[-1.44,-1.2)",0.0284,0.038,0.0372,0.0272
"[-1.2,-0.96)",0.0344,0.056,0.0548,0.0296
"[-0.96,-0.72)",0.0556,0.0684,0.0676,0.0268
"[-0.72,-0.48)",0.1112,0.0856,0.0804,0.0356
"[-0.48,-0.24)",0.1708,0.0836,0.098,0.0256
"[-0.24,0)",0.174,0.0848,0.0952,0.0236
"[0,0.24)",0.1112,0.0764,0.0956,0.0248
"[0.24,0.48)",0.0772,0.0684,0.082,0.0268
"[0.48,0.72)",0.0972,0.0696,0.068,0.0292
"[0.72,0.96)",0.062,0.0648,0.0536,0.03
"[0.96,1.2)",0.0216,0.04,0.0436,0.0292
"[1.2,1.44)",0.0172,0.0332,0.032,0.026
"[1.44,1.68)",0.0064,0.0284,0.0208,0.0216
"[1.68,1.92)",0.0032,0.0208,0.0184,0.0264
"[1.92,2.16)",0.0016,0.0116,0.0104,0.0216
"[2.16,2.4)",0.0012,0.0116,0.0084,0.0216
"[2.4,2.64)",0.0012,0.0072,0.0056,0.0256
"[2.64,2.88)",4e-04,0.004,0.0052,0.0136
"[2.88,3.12)",0.0016,0.0056,0.0056,0.0184
"[3.12,3.36)",4e-04,0.0036,0.004,0.0156
"[3.36,3.6)",0,0.0028,0.0012,0.0124
"[3.6,3.84)",4e-04,0.0028,0.002,0.0148
"[3.84,4.08)",0,4e-04,8e-04,0.0108
"[4.08,4.32)",0,0.0016,0.0012,0.0084
"[4.32,4.56)",0,8e-04,0.0016,0.008
"[4.56,4.8)",0,4e-04,4e-04,0.0088
"[4.8,5.04)",0,0.0016,4e-04,0.0064
"[5.04,5.28)",0,0,4e-04,0.0096
"[5.28,5.52)",0,4e-04,0,0.004
"[5.52,5.76)",0,4e-04,4e-04,0.0064
"[5.76,6)",0,0,4e-04,0.0072
