"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0452,-0.0048
"2","PM",0.1,0.0732,-0.0268
"3","PM",0.25,0.1532,-0.0968
"4","PM",0.75,0.7564,0.0064
"5","PM",0.9,0.99,0.09
"6","PM",0.95,0.9936,0.0436
"7","CB",0.05,0.1568,0.1068
"8","CB",0.1,0.2008,0.1008
"9","CB",0.25,0.3016,0.0516
"10","CB",0.75,0.6544,-0.0956
"11","CB",0.9,0.9264,0.0264
"12","CB",0.95,0.9492,-8e-04
"13","GR",0.05,0.1364,0.0864
"14","GR",0.1,0.18,0.08
"15","GR",0.25,0.276,0.026
"16","GR",0.75,0.6836,-0.0664
"17","GR",0.9,0.9356,0.0356
"18","GR",0.95,0.9572,0.0072
"19","ML",0.05,0.3692,0.3192
"20","ML",0.1,0.392,0.292
"21","ML",0.25,0.4352,0.1852
"22","ML",0.75,0.5552,-0.1948
"23","ML",0.9,0.7036,-0.1964
"24","ML",0.95,0.7384,-0.2116
