"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0548,0.0048
"2","PM",0.1,0.0995999999999999,-4e-04
"3","PM",0.25,0.2412,-0.0088
"4","PM",0.75,0.7314,-0.0186
"5","PM",0.9,0.9208,0.0208
"6","PM",0.95,0.959399999999999,0.0094
"7","CB",0.05,0.0682,0.0182
"8","CB",0.1,0.12,0.02
"9","CB",0.25,0.2584,0.0084
"10","CB",0.75,0.7256,-0.0244
"11","CB",0.9,0.908,0.008
"12","CB",0.95,0.948199999999999,-0.0018
"13","GR",0.05,0.0769999999999999,0.027
"14","GR",0.1,0.1274,0.0274
"15","GR",0.25,0.258,0.008
"16","GR",0.75,0.7096,-0.0404
"17","GR",0.9,0.9148,0.0148
"18","GR",0.95,0.954799999999999,0.0048
"19","ML",0.05,0.0847999999999999,0.0348
"20","ML",0.1,0.1398,0.0398
"21","ML",0.25,0.2748,0.0248
"22","ML",0.75,0.72,-0.03
"23","ML",0.9,0.8954,-0.0046
"24","ML",0.95,0.939,-0.011
