"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0069,-0.0431
"2","PM",0.1,0.0115,-0.0885
"3","PM",0.25,0.0492,-0.2008
"4","PM",0.75,0.8847,0.1347
"5","PM",0.9,0.9979,0.0979
"6","PM",0.95,0.9989,0.0489
"7","CB",0.05,0.0742,0.0242
"8","CB",0.1,0.1027,0.0027
"9","CB",0.25,0.1765,-0.0735
"10","CB",0.75,0.7316,-0.0184
"11","CB",0.9,0.9631,0.0631
"12","CB",0.95,0.9763,0.0263
"13","GR",0.05,0.0673999999999999,0.0174
"14","GR",0.1,0.0905,-0.0095
"15","GR",0.25,0.162,-0.088
"16","GR",0.75,0.7443,-0.0057
"17","GR",0.9,0.9646,0.0646
"18","GR",0.95,0.976699999999999,0.0267
"19","ML",0.05,0.349,0.299
"20","ML",0.1,0.3751,0.2751
"21","ML",0.25,0.4209,0.1709
"22","ML",0.75,0.5551,-0.1949
"23","ML",0.9,0.705,-0.195
"24","ML",0.95,0.7416,-0.2084
