"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.013,-0.037
"2","PM",0.1,0.02,-0.08
"3","PM",0.25,0.0774,-0.1726
"4","PM",0.75,0.7854,0.0354
"5","PM",0.9,0.991,0.091
"6","PM",0.95,0.998,0.048
"7","CB",0.05,0.1212,0.0712
"8","CB",0.1,0.1574,0.0574
"9","CB",0.25,0.253,0.003
"10","CB",0.75,0.656,-0.094
"11","CB",0.9,0.9422,0.0422
"12","CB",0.95,0.961,0.011
"13","GR",0.05,0.0927999999999999,0.0428
"14","GR",0.1,0.125,0.025
"15","GR",0.25,0.2164,-0.0336
"16","GR",0.75,0.6812,-0.0688
"17","GR",0.9,0.9468,0.0468
"18","GR",0.95,0.9646,0.0146
"19","ML",0.05,0.352,0.302
"20","ML",0.1,0.3726,0.2726
"21","ML",0.25,0.4112,0.1612
"22","ML",0.75,0.543,-0.207
"23","ML",0.9,0.6974,-0.2026
"24","ML",0.95,0.734,-0.216
