"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.009
"[-5.76,-5.52)",0,0,2e-04,0.0062
"[-5.52,-5.28)",0,0,6e-04,0.0096
"[-5.28,-5.04)",0,0,4e-04,0.0092
"[-5.04,-4.8)",0,0,2e-04,0.0092
"[-4.8,-4.56)",0,6e-04,0,0.014
"[-4.56,-4.32)",0,6e-04,2e-04,0.0092
"[-4.32,-4.08)",0,2e-04,0.0012,0.0108
"[-4.08,-3.84)",0,0.001,0.0012,0.0126
"[-3.84,-3.6)",0,4e-04,0.0016,0.017
"[-3.6,-3.36)",0,0.0018,0.0024,0.018
"[-3.36,-3.12)",0,0.0024,0.0028,0.0176
"[-3.12,-2.88)",0,0.0028,0.0028,0.019
"[-2.88,-2.64)",0,0.0038,0.0032,0.0186
"[-2.64,-2.4)",4e-04,0.007,0.0076,0.0204
"[-2.4,-2.16)",8e-04,0.0074,0.0052,0.0216
"[-2.16,-1.92)",0.0016,0.0152,0.0092,0.0236
"[-1.92,-1.68)",0.0012,0.0218,0.0116,0.0272
"[-1.68,-1.44)",0.005,0.027,0.0186,0.026
"[-1.44,-1.2)",0.0048,0.0354,0.0292,0.0218
"[-1.2,-0.96)",0.013,0.0444,0.043,0.0248
"[-0.96,-0.72)",0.0422,0.0708,0.0622,0.0268
"[-0.72,-0.48)",0.0978,0.0752,0.0864,0.0308
"[-0.48,-0.24)",0.1662,0.0888,0.1052,0.0332
"[-0.24,0)",0.1924,0.0922,0.112,0.0324
"[0,0.24)",0.1654,0.098,0.1126,0.0254
"[0.24,0.48)",0.1406,0.0946,0.1004,0.0262
"[0.48,0.72)",0.0992,0.0744,0.081,0.0328
"[0.72,0.96)",0.0292,0.06,0.058,0.0272
"[0.96,1.2)",0.0132,0.0518,0.0416,0.0262
"[1.2,1.44)",0.0098,0.035,0.026,0.0274
"[1.44,1.68)",0.0078,0.0286,0.0194,0.0268
"[1.68,1.92)",0.0062,0.0136,0.0112,0.0236
"[1.92,2.16)",0.0016,0.013,0.0108,0.0248
"[2.16,2.4)",6e-04,0.0092,0.0086,0.0226
"[2.4,2.64)",8e-04,0.0076,0.0044,0.0206
"[2.64,2.88)",0,0.0048,0.005,0.02
"[2.88,3.12)",0,0.0024,0.0032,0.0206
"[3.12,3.36)",2e-04,0.0016,0.0032,0.018
"[3.36,3.6)",0,0.0012,0.0018,0.0178
"[3.6,3.84)",0,0.0016,0.0012,0.0158
"[3.84,4.08)",0,0.001,8e-04,0.0156
"[4.08,4.32)",0,0.0014,0.001,0.0114
"[4.32,4.56)",0,8e-04,0.001,0.0116
"[4.56,4.8)",0,4e-04,2e-04,0.0108
"[4.8,5.04)",0,0,8e-04,0.008
"[5.04,5.28)",0,0,2e-04,0.0088
"[5.28,5.52)",0,0,2e-04,0.0072
"[5.52,5.76)",0,0,2e-04,0.0062
"[5.76,6)",0,0,2e-04,0.0052
