"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,0,0,2e-04
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,8e-04
"[-4.32,-4.08)",0,0,0,4e-04
"[-4.08,-3.84)",0,0,0,6e-04
"[-3.84,-3.6)",0,0,0,0.0014
"[-3.6,-3.36)",0,2e-04,0,0.001
"[-3.36,-3.12)",0,0,2e-04,0.0022
"[-3.12,-2.88)",2e-04,0,2e-04,0.0026
"[-2.88,-2.64)",0,2e-04,0.001,0.005
"[-2.64,-2.4)",2e-04,0.0012,0.003,0.0084
"[-2.4,-2.16)",6e-04,0.0046,0.0044,0.0106
"[-2.16,-1.92)",0.0014,0.0074,0.0096,0.0138
"[-1.92,-1.68)",0.008,0.0146,0.0144,0.0214
"[-1.68,-1.44)",0.0134,0.0262,0.0256,0.0358
"[-1.44,-1.2)",0.0292,0.0434,0.04,0.0532
"[-1.2,-0.96)",0.055,0.0592,0.0586,0.0602
"[-0.96,-0.72)",0.0748,0.0804,0.0778,0.0776
"[-0.72,-0.48)",0.106,0.0936,0.093,0.0798
"[-0.48,-0.24)",0.1252,0.1074,0.1026,0.0866
"[-0.24,0)",0.1294,0.1046,0.1006,0.074
"[0,0.24)",0.1166,0.0978,0.0958,0.0682
"[0.24,0.48)",0.0986,0.086,0.0852,0.0666
"[0.48,0.72)",0.0668,0.067,0.0714,0.061
"[0.72,0.96)",0.0552,0.0526,0.0584,0.0526
"[0.96,1.2)",0.0356,0.0404,0.044,0.0458
"[1.2,1.44)",0.0272,0.0276,0.0322,0.0374
"[1.44,1.68)",0.0154,0.0252,0.0234,0.0278
"[1.68,1.92)",0.0136,0.015,0.0172,0.0252
"[1.92,2.16)",0.008,0.011,0.0124,0.0186
"[2.16,2.4)",0.0048,0.0102,0.0088,0.0146
"[2.4,2.64)",0.005,0.0058,0.006,0.0104
"[2.64,2.88)",0.0044,0.0044,0.0056,0.011
"[2.88,3.12)",0.0016,0.004,0.0032,0.007
"[3.12,3.36)",0.0012,0.0042,0.0024,0.0044
"[3.36,3.6)",0.001,0.0018,0.0012,0.003
"[3.6,3.84)",0.0012,0.001,0.0012,0.0032
"[3.84,4.08)",2e-04,0.001,4e-04,0.0026
"[4.08,4.32)",2e-04,0.0014,2e-04,8e-04
"[4.32,4.56)",0,4e-04,0,0.0018
"[4.56,4.8)",0,2e-04,0,4e-04
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,6e-04
"[5.28,5.52)",0,0,0,2e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,2e-04
