"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0482,-0.0018
"2","PM",0.1,0.0875999999999999,-0.0124
"3","PM",0.25,0.196,-0.054
"4","PM",0.75,0.7196,-0.0304
"5","PM",0.9,0.96,0.06
"6","PM",0.95,0.9768,0.0268
"7","CB",0.05,0.0885999999999999,0.0386
"8","CB",0.1,0.1352,0.0352
"9","CB",0.25,0.254,0.004
"10","CB",0.75,0.691,-0.059
"11","CB",0.9,0.9402,0.0402
"12","CB",0.95,0.9608,0.0108
"13","GR",0.05,0.0914,0.0414
"14","GR",0.1,0.1356,0.0356
"15","GR",0.25,0.248,-0.002
"16","GR",0.75,0.678,-0.072
"17","GR",0.9,0.942199999999999,0.0422
"18","GR",0.95,0.9662,0.0162
"19","ML",0.05,0.1492,0.0992
"20","ML",0.1,0.2012,0.1012
"21","ML",0.25,0.309,0.059
"22","ML",0.75,0.6414,-0.1086
"23","ML",0.9,0.8972,-0.0028
"24","ML",0.95,0.932,-0.018
