"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0162,-0.0338
"2","PM",0.1,0.0392,-0.0608
"3","PM",0.25,0.1438,-0.1062
"4","PM",0.75,0.8592,0.1092
"5","PM",0.9,0.9608,0.0608
"6","PM",0.95,0.9818,0.0318
"7","CB",0.05,0.0492,-8e-04
"8","CB",0.1,0.0885999999999999,-0.0114
"9","CB",0.25,0.2138,-0.0362
"10","CB",0.75,0.782600000000001,0.0326
"11","CB",0.9,0.913,0.013
"12","CB",0.95,0.95,0
"13","GR",0.05,0.0488,-0.0012
"14","GR",0.1,0.0893999999999999,-0.0106
"15","GR",0.25,0.221,-0.029
"16","GR",0.75,0.7778,0.0278
"17","GR",0.9,0.911199999999999,0.0112
"18","GR",0.95,0.950399999999999,4e-04
"19","ML",0.05,0.1362,0.0862
"20","ML",0.1,0.1914,0.0914
"21","ML",0.25,0.3208,0.0708
"22","ML",0.75,0.675,-0.075
"23","ML",0.9,0.8052,-0.0948
"24","ML",0.95,0.8648,-0.0852
