"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,4e-04
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,0,0,4e-04
"[-5.28,-5.04)",0,0,0,6e-04
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0.001
"[-4.56,-4.32)",0,2e-04,0,0.0016
"[-4.32,-4.08)",0,2e-04,0,0.001
"[-4.08,-3.84)",0,2e-04,0,0.0038
"[-3.84,-3.6)",0,4e-04,2e-04,0.0034
"[-3.6,-3.36)",2e-04,0.0014,8e-04,0.0048
"[-3.36,-3.12)",2e-04,0.0012,4e-04,0.0062
"[-3.12,-2.88)",0,0.0034,0.0018,0.009
"[-2.88,-2.64)",6e-04,0.0032,0.0038,0.0106
"[-2.64,-2.4)",0.0018,0.004,0.0056,0.012
"[-2.4,-2.16)",0.0032,0.0066,0.0064,0.0186
"[-2.16,-1.92)",0.0032,0.0122,0.0124,0.0286
"[-1.92,-1.68)",0.0064,0.013,0.015,0.03
"[-1.68,-1.44)",0.0114,0.0262,0.0218,0.0328
"[-1.44,-1.2)",0.0196,0.0306,0.033,0.0394
"[-1.2,-0.96)",0.0342,0.0388,0.045,0.0486
"[-0.96,-0.72)",0.0534,0.0548,0.0608,0.057
"[-0.72,-0.48)",0.0756,0.0848,0.0822,0.0592
"[-0.48,-0.24)",0.1342,0.1098,0.1024,0.0672
"[-0.24,0)",0.1596,0.1132,0.1092,0.0666
"[0,0.24)",0.1542,0.1112,0.1118,0.0626
"[0.24,0.48)",0.1284,0.0994,0.0998,0.0616
"[0.48,0.72)",0.086,0.0816,0.08,0.0574
"[0.72,0.96)",0.0478,0.063,0.0604,0.0576
"[0.96,1.2)",0.0356,0.0426,0.046,0.0498
"[1.2,1.44)",0.018,0.028,0.033,0.0406
"[1.44,1.68)",0.009,0.0222,0.0208,0.0364
"[1.68,1.92)",0.0074,0.0156,0.0152,0.0312
"[1.92,2.16)",0.0034,0.0114,0.0106,0.0194
"[2.16,2.4)",0.0026,0.006,0.0086,0.0166
"[2.4,2.64)",0.001,0.0042,0.0052,0.0136
"[2.64,2.88)",0.002,0.0032,0.0032,0.0132
"[2.88,3.12)",4e-04,0.0024,0.0024,0.0072
"[3.12,3.36)",2e-04,0.002,8e-04,0.0072
"[3.36,3.6)",4e-04,0.0012,4e-04,0.0052
"[3.6,3.84)",0,6e-04,0.001,0.004
"[3.84,4.08)",0,6e-04,0,0.003
"[4.08,4.32)",0,0,0,0.0024
"[4.32,4.56)",0,2e-04,0,0.0026
"[4.56,4.8)",0,4e-04,0,0.0012
"[4.8,5.04)",0,0,0,6e-04
"[5.04,5.28)",0,0,0,6e-04
"[5.28,5.52)",0,0,0,2e-04
"[5.52,5.76)",0,0,0,8e-04
"[5.76,6)",0,0,0,8e-04
