"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0066
"[-5.76,-5.52)",0,4e-04,0,0.0034
"[-5.52,-5.28)",0,0,0,0.0064
"[-5.28,-5.04)",0,2e-04,0,0.007
"[-5.04,-4.8)",0,4e-04,2e-04,0.0066
"[-4.8,-4.56)",0,2e-04,2e-04,0.009
"[-4.56,-4.32)",0,8e-04,0.0014,0.0096
"[-4.32,-4.08)",0,0.001,4e-04,0.0088
"[-4.08,-3.84)",0,0.001,0.001,0.0108
"[-3.84,-3.6)",0,0.001,6e-04,0.0096
"[-3.6,-3.36)",0,0.0028,0.0024,0.0102
"[-3.36,-3.12)",2e-04,0.0022,0.003,0.0142
"[-3.12,-2.88)",2e-04,0.0034,0.003,0.0152
"[-2.88,-2.64)",2e-04,0.0044,0.0036,0.0152
"[-2.64,-2.4)",4e-04,0.0036,0.0058,0.021
"[-2.4,-2.16)",0.0012,0.0076,0.008,0.0174
"[-2.16,-1.92)",0.002,0.0102,0.0094,0.0252
"[-1.92,-1.68)",0.0022,0.01,0.0124,0.0246
"[-1.68,-1.44)",0.0054,0.017,0.0184,0.0258
"[-1.44,-1.2)",0.0086,0.0286,0.0268,0.0306
"[-1.2,-0.96)",0.0286,0.0396,0.0394,0.0236
"[-0.96,-0.72)",0.0416,0.0606,0.0564,0.031
"[-0.72,-0.48)",0.0636,0.0792,0.0814,0.0332
"[-0.48,-0.24)",0.1804,0.1032,0.1074,0.0352
"[-0.24,0)",0.1704,0.1272,0.123,0.0324
"[0,0.24)",0.1678,0.1198,0.12,0.036
"[0.24,0.48)",0.1558,0.1152,0.1064,0.0302
"[0.48,0.72)",0.103,0.0788,0.083,0.0328
"[0.72,0.96)",0.0406,0.0536,0.0578,0.0286
"[0.96,1.2)",0.0106,0.0362,0.0378,0.0272
"[1.2,1.44)",0.0076,0.0274,0.025,0.0258
"[1.44,1.68)",0.0042,0.0164,0.0182,0.0212
"[1.68,1.92)",0.0018,0.0136,0.0108,0.024
"[1.92,2.16)",6e-04,0.0076,0.0098,0.0176
"[2.16,2.4)",0.0014,0.0078,0.0074,0.0178
"[2.4,2.64)",6e-04,0.0028,0.004,0.0206
"[2.64,2.88)",4e-04,0.004,0.005,0.0146
"[2.88,3.12)",6e-04,0.0016,0.0028,0.0146
"[3.12,3.36)",0,0.0032,0.0012,0.0126
"[3.36,3.6)",0,0.002,0.003,0.0156
"[3.6,3.84)",0,0.001,0.0012,0.012
"[3.84,4.08)",0,0.001,6e-04,0.0086
"[4.08,4.32)",0,0,4e-04,0.0098
"[4.32,4.56)",0,0.001,0.001,0.0086
"[4.56,4.8)",0,0.001,2e-04,0.0036
"[4.8,5.04)",0,2e-04,2e-04,0.0058
"[5.04,5.28)",0,2e-04,0,0.0078
"[5.28,5.52)",0,4e-04,0,0.007
"[5.52,5.76)",0,4e-04,0,0.0056
"[5.76,6)",0,2e-04,0,0.0034
